"AidData Project ID","gef_id","Agency","Lead agency","Secondary agency(ies)","Region","List of regions","Country","List of participating countries","Countries listed by Code (ISO 3166-1 alpha-2)","Focal Area","Focal Area single-letter-code","List of project's focal areas","Title(2)","GEF replenishment phase","Type acronym","Type","Status","Trust Fund acronym","Trust Fund","Executing partner / agency","Type of executing partner / agency","Type acronym of parent (or empty if standalone)","Category (empty: standalone, parent, child)","Biosafety project?","Targeted research project?","National Capacity Self Assessement (NCSA)?","National Adaptation Programme of Action (NAPA)?","isNonExpedited","National Portfolio Formulation Exercises (NPFE)?","National communications project?","Small Grants Programme (SGP)?","Sustainable Forest Management (SFM)?","Requires second review?","Primary GEFSEC Program Manager","ID of secondary GEFSEC Program Manager","UNDP Project ID","World Bank Project ID","GEF3 OP list","GEF4 SP list","GEF4 SP-ID list","GEF5 FA Objective list","Keyword ID list","Code of business plan allocation item","World Bank Trust Fund number","(Sum of all) Approved PPG(s)","Project Preparation Grant (PPG)","Project Development Facility block A (PDF-A)","Project Development Facility block B (PDF-B)","Project Development Facility block C (PDF-C)","Pre-Investment Facility (PRIF)","Agency fees paid separately for PPG","Agency fees paid separately for PDF-B","GEF Project Grant PIF stage","GEF Project Grant CEO approve stage","GEF Project Grant CEO endorse stage","Agency Fee PIF stage","Agency Fee CEO approve stage","Agency Fee CEO endorse stage","Cofinance PIF stage","Cofinance CEO approve stage","Cofinance CEO endorse stage","Date of receipt or first PMIS entry","PIF Clearance or PIF Approval Date","Expected date of entry into work program","Date of entry into work program","Date of project approval","Date of CEO approval (MSP / EA)","Date of CEO endorsement (FSP)","Date of dropping (before project approval)","Date of cancelation (after project approval)","Date of PIF rejection by CEO","Date of technical rejection by Program Manager","Date of rejection by CEO at CEO approve stage","Date of rejection by CEO at CEO endorse stage","Date of Parent / Program rejection by Council","Date of approval by Agency","Expected date of Grant signing","Actual date of Grant signing","Expected date of implementation start","Actual date of implementation start","Expected date of closure","Actual date of closure","Expected date of financial closure","Date of financial closure","Expected date of Internal Completion Report (ICR)","Date of Internal Completion Report (ICR)","Expected date of Parent endorsement by Council","Date of Parent endorsement by Council","Expected date of effectiveness","Date of effectiveness","Expected date of mid term review","Date of mid term review","GEFNewRegionList"
"906001152851","9391","IUCN","IUCN","","CEX","","Global","","1W","Multi Focal Area","M","M;B;C;L;I;","The Global Environmental Commons. Solutions for a Crowded Planet","GEF - 6","MSP","Medium Size Project","CEO Approved","GET","GEF Trust Fund","IUCN","GEF Agency","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Astrid Hillers","368377","","","","","","","","","","15000","15000","","","","","1350","","2000000","2000000","","180000","180000","","2330000","2330000","","17-Feb-16","","","","22-Feb-16","22-Feb-16","","","","","","","","","","","","","","","","","","","","","","","","","","CEX,"
"906001152853","9163","CI","CI","","CEX","","Global","","1W","Land Degradation","L","L","Enabling the use of Global Data Sources to assess and Monitor Land Degradation at Multiple Scales","GEF - 6","MSP","Medium Size Project","CEO Approved","GET","GEF Trust Fund","","","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Ulrich Apel","349360","","","","","","","","","","2445","2445","","","","","220","","1828217","1828217","","164540","164540","","10002000","10002000","","18-Jun-15","","","","23-Nov-15","23-Nov-15","","","","","","","","","","","","","","","","","","","","","","","","","","CEX,"
"906001152855","5798","FAO","FAO","","AFR","","Regional","Morocco, Mauritania, Tunisia","00, MA, TN, MR","Land Degradation","L","L","Adaptive Management and Monitoring of the Maghreb's Oases Systems","GEF - 5","MSP","Medium Size Project","CEO Approved","GET","GEF Trust Fund","Associative Network for the Sustanable Dev of Oases, hosted and coordinated by the Center d'Actions et de Realisations Internationals - CARI., government of Tunisia and Morocco","Multilateral","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Jean-Marc Sinnassamy","","","","","","","LD-4; ","","","","100000","100000","","","","","9500","","1726484","1726484","","164016","164016","","4163890","6315000","","14-Apr-14","12-Jun-14","","","12-Jun-14","7-Jul-15","","","","","","","","","","","","","","","","","","","","","","","","","","AFR, REG,"
"906001152857","2373","IFAD","IFAD","","LAC","","Brazil","","BR","Land Degradation","L","L","Sustainable Land Management in the Semi-Arid Sertao","GEF - 3","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","Ministry of Agrarian Development","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","","","-15-","","","","","","","300000","","","300000","","","","","5943000","","5943000","565000","","","9226000","","9201000","2-Oct-03","","1-Nov-04","19-Nov-04","19-Nov-04","","14-Dec-05","","","","","","","","31-Jan-06","","29-Dec-06","","4-Dec-07","30-Sep-13","30-Sep-13","","","","","","","","29-Dec-06","26-Oct-10","","LAC,"
"906001152859","3384","World Bank","World Bank","","AFR","","Nigeria","","NG","Land Degradation","L","L","SIP: Scaling up SLM Practice, Knowledge, and Coordination in Key Nigerian States","GEF - 4","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","Federal Ministry of Agriculture�s National Food Reserve Agency ","Government","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Jean-Marc Sinnassamy","","","","-15-","LD-2;LD-3;",";16;17;","","","","","200000","200000","","","","","","","6800000","","6800000","0","","","60000000","","99100000","6-Nov-07","22-Jan-08","","14-Jun-07","14-Jun-07","","3-May-10","","","","","","","","8-Jul-10","","","1-Jul-10","25-Nov-10","31-Dec-13","31-Dec-13","","","","","","","","","1-Jul-12","","AFR,"
"906001152861","4362","UNDP","UNDP","","AFR","","Kenya","","KE","Multi Focal Area","M","M;B;C;L;","Fifth Operational Phase of the GEF Small Grants Program in Kenya ","GEF - 5","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","UNOPS","Multilateral","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","Danielius Pivoriunas","","4520","","","","","BD-2; LD-1; LD-2; CD-5; IW-3; CD-2; CCM-3; CD-2; LD-2; CCM-3; ","","","","0","","","","","","","","5000000","","5000000","400000","","400000","5500000","","5500000","10-Sep-10","15-Feb-11","1-Mar-11","29-Mar-11","29-Mar-11","","28-Dec-11","","","","","","","","27-Feb-12","","","","26-Feb-12","29-Feb-16","","","","","","","","","","","","AFR,"
"906001152863","3490","UNDP","UNDP","","AFR","","Guinea","","GN","Land Degradation","L","L","LDC/SIDS Portfolio Project: Capacity Building to Combat Desertification and Land Degradation in Guinea","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Agriculture, Livestock, Environment, Water and Forests","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3385","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7-Mar-08","","","","7-Mar-08","","","","","","","","","","","","","AFR,"
"906001152865","3960","World Bank","World Bank","","AFR","","Regional","Central African Republic, Congo, Cameroon, Gabon, Equatorial Guinea, Congo DR","00, CM, CF, ZR, GQ, GA, CG","Multi Focal Area","M","M;L;M;","CBSP-Capacity Building for Regional Coordination of Sustainable Forest Management in the Congo Basin under the GEF Program for the Congo Basin","GEF - 4","MSP","Medium Size Project","Project Completion","GET","GEF Trust Fund","COMIFAC (Central African Forest Commission)","Multilateral","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Jean-Marc Sinnassamy","298074","","","","BD-4;",";4;","","","","","50000","50000","","","","","5000","","815000","815000","","81500","81500","","1107750","3026000","","10-Apr-09","8-Jul-09","","","8-Jul-09","27-May-11","","","","","","","","","11-Jul-11","","","30-Jun-11","2-Aug-11","30-Jun-14","30-Jun-14","","","","","","","","","","","AFR, REG,"
"906001152867","3872","World Bank","World Bank","","AFR","AFR, AFR","Regional","Ethiopia, Kenya, Madagascar, Niger, Uganda, Congo DR","00, NE, ZR, ET, MG, KE, UG","Land Degradation","L","L","SIP: Monitoring Carbon and Environmental and Socio-Economic Co-Benefits of BioCF Projects in SSA ","GEF - 4","MSP","Medium Size Project","CEO Approved","GET","GEF Trust Fund","CCBA, WCS, CI, ICRISAT","NGO","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Ulrich Apel","329964","","","","LD-3;LD-1;LD-2;",";17;15;16;","","","","","0","","","","","","","","915000","915000","","","","","12867500","10422000","","15-Jan-09","21-Jan-09","","","21-Jan-09","22-Jul-10","","","","","","","","","","","","30-Nov-10","","31-Mar-12","","","","","","","","","","30-Sep-11","","AFR, REG,"
"906001152869","3231","UNDP","UNDP","","ECA","","Regional","Kyrgyzstan, Kazakhstan, Tajikistan, Turkmenistan, Uzbekistan","00, KZ, KG, TM, UZ, TJ","Land Degradation","L","L","CACILM: Multicountry Capacity Building Project","GEF - 3","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","UNDP","Multilateral","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3790","","-15-","","","","","","","135000","135000","","","","","","","2865000","","2865000","","","","","","3311500","17-Sep-07","","","28-Aug-06","28-Aug-06","","23-Jun-09","","","","","","","","","","","30-Nov-09","10-Dec-09","1-Dec-12","1-Feb-13","","","31-Dec-13","","","","","","31-Dec-12","","ECA, REG,"
"906001152871","3779","World Bank","World Bank","","AFR","","Regional","Central African Republic, Congo, Cameroon, Gabon, Equatorial Guinea, Congo DR","00, CM, ZR, GQ, GA, CG, CF","Multi Focal Area","M","M;C;L;","CBSP Enhancing Institutional Capacities on REDD issues for Sustainable Forest Management in the Congo Basin","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","COMIFAC, Ministries in charge of environment and forests in the six countries.","Multilateral","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Jean-Marc Sinnassamy","367540","","","","CC-6;",";14;","","","","","399000","399000","","","","","39900","","13000000","","13000000","1300000","","1300000","13180000","","60300000","9-Sep-08","15-Sep-08","1-Nov-08","13-Nov-08","13-Nov-08","","7-Jun-11","","","","","","","","14-Jul-11","","","1-Nov-11","30-Nov-11","31-Aug-16","","","","","","","","","","15-Dec-13","","AFR, REG,"
"906001152873","5898","UNEP","UNEP","","CEX","AFR, Asia, LAC","Global","Bolivia, Fiji, Micronesia, Cambodia, Kuwait, Libya, Marshall Islands, Papua New Guinea, Palau, Solomon Islands, Suriname, El Salvador, Tonga, Timor Leste, Tuvalu, Zambia","1W, ZM, FJ, KH, MH, PU, SB, KW, TO, PG, TV, SV, BO, SR, TP, FM, LY","Land Degradation","L","L","Support to 16 GEF Eligible Parties for Alignment of  National Action Programs and Reporting  Process under UNCCD","GEF - 5","MSP","Medium Size Project","CEO Approved","GET","GEF Trust Fund","PISLM SPREP","Multilateral","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Jean-Marc Sinnassamy","349360","","","","","","LD-4; ","","","","0","","","","","","","","1045000","1045000","","99275","99275","","1000000","1000000","","13-Jun-14","","","","16-Jun-14","16-Jun-14","","","","","","","","","","","","","7-Jul-14","30-Jun-16","","","","","","","","","","","","AFR, Asia, LAC, SIDS, CEX,"
"906001152875","3386","UNDP","UNDP","","AFR","","Senegal","","SN","Land Degradation","L","L","SIP: Innovations in Micro Irrigation for Dryland Farmers","GEF - 4","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","ENDA","NGO","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Christian Severin","325999","2120","","-15-","LD-2;",";16;","","","","","0","","","","","","","","910000","917431","","0","","","1000000","810000","","5-Nov-07","9-Apr-08","","","9-Apr-08","21-Jul-09","","","","","","","","","","","","30-Aug-09","9-Jun-10","30-Aug-12","","","","","","","","","","28-Feb-11","","AFR,"
"906001152877","5699","UNDP","UNDP","","ECA","","Kazakhstan","","KZ","Land Degradation","L","L","Supporting Sustainable Land Management in Steppe and Semi-arid Zones through Integrated Territorial Planning and Agro-environmental Incentives","GEF - 5","MSP","Medium Size Project","CEO Approved","GET","GEF Trust Fund","Ministry of Environmental Protection ","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","Ulrich Apel","349360","5358","","","","","LD-3; ","","","","100000","100000","","","","","9500","","1900000","1900000","","180500","180500","","8050000","9499459","","6-Feb-14","21-Feb-14","","","21-Feb-14","7-Apr-15","","","","","","","","","","","","","","","","","","","","","","","","","","ECA,"
"906001152879","3370","UNDP","UNDP","","AFR","","Kenya","","KE","Land Degradation","L","L","SIP: Mainstreaming Sustainable Land Management in Agropastoral Production Systems of Kenya","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","GoK ( Ministry Agriculture and Relevant Districts","Government","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Jaime Cavelier","","3245","","-15-","LD-2;",";16;","","","","","350000","","","350000","","","","","3030734","","3030734","0","","","5500000","","8660000","8-Apr-05","1-Apr-08","","14-Jun-07","14-Jun-07","","5-Nov-10","","","","","","","","","","","28-Feb-11","18-Jan-11","30-Nov-15","","","","","","","","","","30-Dec-13","","AFR,"
"906001152881","2356","World Bank","World Bank","","LAC","","Brazil","","BR","Land Degradation","L","L","Ecosystem Restoration of Riparian Forests in Sao Paulo","GEF - 3","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","State Secretary of Environment (SMA)","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Andrea Kutter","","","88009","-15-","","","","","","","0","","","","","","","","7047000","","7750000","635000","","","11871600","","11770000","2-Oct-03","","1-Jul-04","27-Sep-04","27-Sep-04","","1-Jun-05","","","","","","","","21-Jun-05","","","","8-Sep-05","27-Apr-11","27-Apr-11","","","31-Dec-11","","","","","8-Sep-05","31-Dec-08","","LAC,"
"906001152883","3431","UNDP","UNDP","","AFR","","Burundi","","BI","Land Degradation","L","L","LDC/SIDS Portfolio Project: Capacity Building for Sustainable Land Management in Burundi","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Directorate-General of Forests, Tourism and Environment","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3380","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","24-Aug-07","","","","","","","","","","","","","","6-May-06","","","","6-May-06","","","","","","","","","","","","","AFR,"
"906001152885","3262","UNDP","UNDP","","Asia","","Bhutan","","BT","Land Degradation","L","L","LDC/SIDS Portfolio Project: Building Capacity and Mainstreaming Sustainable Land Management in Bhutan","GEF - 3","MSP","Medium Size Project","Project Completion","GET","GEF Trust Fund","MoA/NSSC","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3393","","-15-","","","","","","","0","","","","","","","","0","","","","","","85000","","","","","","","","","","","","","","","","","25-Jan-07","","","","25-Jan-07","30-Jun-10","2-Jul-05","","","","","","","","","","","Asia,"
"906001152887","3611","World Bank","World Bank","","Asia","","China","","CN","Multi Focal Area","M","M;B;L;","PRC-GEF Partnership: Mainstreaming Biodiversity Protection within the Production Landscapes and Protected Areas of the Lake Aibi Basin","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Xinjiang Uyghur Autonomous Region (UAR) Government","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Ulrich Apel","271386","","","","BD-4;LD-1;LD-2;LD-3;",";4;15;16;17;","","","","","180000","180000","","","","","","","2976000","","2976000","297600","","315600","8935000","","9203000","22-Jan-08","23-Jun-08","1-Sep-08","23-Sep-08","23-Sep-08","","16-May-11","","","","","","","","","","","31-Jul-11","9-Sep-11","31-Dec-15","","","","","","","","","","15-Oct-13","","Asia,"
"906001152889","1476","World Bank","World Bank","","LAC","","Brazil","","BR","Multi Focal Area","M","M;B;L;","Caatinga Conservation and Sustainable Management Project","GEF - 3","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","Bahia: Companhia de Desenvolvimento e A��o Regional  -CAR, and Centro de Recursos Ambientais - CRA; and  Cear�: Secretariat of Environment - SOMA  Financing Intermediary: Funda��o Luiz Eduardo Magalh�es - FLEM","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","","70867","-12-","","","","","","","349000","","","349000","","","","","10000000","","10000000","931410","","","13060000","","13060000","11-Jan-01","","12-Jun-06","1-Aug-06","1-Aug-06","","17-May-07","","","","","","","","26-Jun-07","","","","25-Sep-07","31-Oct-13","31-Oct-12","","","","","","","","","31-Dec-11","","LAC,"
"906001152891","3230","ADB","ADB","","ECA","","Regional","Kyrgyz Republic, Kazakhstan, Tajikistan, Turkmenistan, Uzbekistan","00, KZ, KG, TM, UZ, TJ","Land Degradation","L","L","CACILM: Central Asia Countries Initiative for Land Management (CACILM) Multicountry Partnership Framework Support Project-under CACILM Partnership Framework, Phase 1","GEF - 3","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","UNDP, UNEP, WB","Multilateral","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Walter J. Lusigi","","","","-15-","","","","","","","0","","","","","","","","3025000","","3025000","","","","3300000","","3300000","4-Oct-06","","2-Aug-06","28-Aug-06","28-Aug-06","","17-Oct-06","","","","","","","","24-Nov-06","","","","24-Nov-06","","30-Jun-10","","","","","","","","","","","ECA, REG,"
"906001152893","2379","UNDP","UNDP","","LAC","","Argentina","","AR","Land Degradation","L","L","Sustainable Management of Arid and Semi-arid Ecosystems to Combat Desertification in Patagonia (resubmission)","GEF - 3","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Secretaria de Ambiente y Desarollo Sustentable (SAyDS) and the Secretaria de Agricultura (SAGPyA)","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","2891","","-15-","","","","","","","350000","","","350000","","","","","5183966","","5183966","498057","","","26570455","","26570455","6-Oct-03","","1-Feb-06","31-Mar-06","31-Mar-06","","9-Apr-07","","","","","","","","31-May-07","","","","31-May-07","31-Dec-13","","","","31-Dec-12","","","","","31-May-07","","","LAC,"
"906001152895","3383","IFAD","IFAD","","AFR","","Niger","","NE","Land Degradation","L","L","SIP: Agricultural and Rural Rehabilitation and Development Initiative (ARRDI)","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Agriculture","Government","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Mohamed Bakarr","329964","","","-15-","LD-2;",";16;","","","","","150000","150000","","","","","","","4200000","","4200000","0","","","13452000","","11878000","6-Nov-07","19-Dec-07","","14-Jun-07","14-Jun-07","","4-Sep-09","","","","","","","","29-Sep-09","30-Jun-09","","30-Mar-10","6-Oct-11","31-Dec-16","","","","","","","","30-Jun-09","","30-Aug-12","","AFR,"
"906001152897","3369","World Bank","World Bank","","AFR","","Ghana","","GH","Land Degradation","L","L","SIP: Sustainable Land Management in Ghana","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Environment, Science, and Technology (MEST)","Government","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Jean-Marc Sinnassamy","270938","","98538","","","","","","","","250000","250000","","","","","","","7150000","","7150000","0","","","40000000","","129200000","6-Nov-07","16-Jan-08","","14-Jun-07","14-Jun-07","","11-Jun-10","","","","","","","","","","","30-Nov-10","9-Mar-10","15-Feb-16","","","","","","","","","","31-Dec-13","","AFR,"
"906001152899","2403","UNDP","UNDP","","AFR","","Mauritius","","MU","Land Degradation","L","L","LDC/SIDS Portfolio Project: Capacity Building for Sustainable Land Management","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Forestry Servcie, Minsitry of Agriculture, Food Technology and Natural Resources, GoM","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3092","","-15-","","","","","","","25000","","25000","","","","","","0","","","","","","164000","","","7-Nov-03","","","","","","","","","","","","","","19-Jun-06","","","","","","","","","","","","","","19-Jun-06","","","SIDS,"
"906001152901","2440","UNDP","UNDP","","LAC","","Nicaragua","","NI","Land Degradation","L","L","Sustainable Land Management in Drought Prone  Areas of Nicaragua","GEF - 3","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","Ministry of Environment and Natural Resources (MARENA); IFAD; FAO","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3008","","-15-","","","","","","","340700","","","340700","","","","","3000000","","3000000","300663","","","17494639","","17494639","30-Jan-04","","1-Jul-05","13-Sep-05","13-Sep-05","","3-Nov-05","","","","","","","","1-Dec-05","","","","1-Dec-05","31-Dec-11","1-Sep-12","","","31-Dec-12","","","","","1-Dec-05","","","LAC,"
"906001152903","5824","UNEP","UNEP","","CEX","AFR, Asia, LAC","Global","China, Ethiopia, Indonesia, Kenya, Peru, Vietnam","1W, ET, CN, ID, KE, PE, VN","Land Degradation","L","L","Sharing Knowledge on the Use of Biochar for Sustainable Land Management","GEF - 5","MSP","Medium Size Project","CEO Approved","GET","GEF Trust Fund","Starfish Initiatives","Others","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Mohamed Bakarr","329964","","","","","","LD-1; LD-4; ","","","","0","","","","","","","","1826484","1826484","","173516","173516","","1257800","1257800","","30-Apr-14","","","","22-May-14","22-May-14","","","","","","","","","","","","","","","","","","","","","","","","","","AFR, Asia, LAC, CEX,"
"906001152905","3379","IFAD","IFAD","","AFR","","Mauritania","","MR","Land Degradation","L","L","SIP: Participatory Enviornmental Protection and Poverty Reduction in the Oases of Mauritania","GEF - 4","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","Ministry of Agriculture, Ministry of Environment, MAED","Government","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Jean-Marc Sinnassamy","239109","","","-15-","","","","","","","160000","160000","","","","","","","4190000","","4190000","0","","","19282600","","15568200","6-Nov-07","17-Dec-07","15-Jun-07","15-Jun-07","15-Jun-07","","12-May-09","","","","","","","","","30-Nov-09","","28-Feb-10","7-Apr-11","5-Apr-14","5-Apr-14","","","","","","","30-Nov-09","","30-Jan-12","1-Jan-13","AFR,"
"906001152907","2504","ADB","ADB","","ECA","","Regional","Kyrgyz Republic, Kazakhstan, Tajikistan, Turkmenistan, Uzbekistan","00, KZ, KG, TM, UZ, TJ","Land Degradation","L","L","CACILM: Central Asian Countries Initiative for Land Management Multi-country Partnership Framework Phase 1","GEF - 3","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","Minister of Ecology and Emergency SituationsKyrgyz Republic; Central Asian Research Hydrometeorological InstituteRepublic of Uzbekistan, ADB, FAO, IFAD, UNDP, UNEP","Government","PAS","Parent","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Walter J. Lusigi","","","","-15-","","","","","","","700000","","","700000","","","","","174641","","174641","1863000","","","0","","0","7-Apr-04","","2-Aug-06","28-Aug-06","28-Aug-06","","","","","","","","","","","","","","","","30-Nov-07","","","","","","","","","","","ECA, REG,"
"906001152909","2505","UNEP/UNDP","UNEP","UNDP","LAC","","Regional","Argentina, Bolivia, Paraguay","00, AR, BO, PY","Multi Focal Area","M","M;B;C;L;","SFM Sustainable Forest Management in the Transboundary Gran Chaco American Ecosystem","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Environmental & Sustainable Development Secretariat (MoH-Argentina); General Directorate for Land & Basins Classification (MoE-Boliva); Envrionmental Secretariat (MoE-Paraguay); TBA-Regional Agency","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Jean-Marc Sinnassamy","349464","4030","","","CC-6;",";14;","","","","","500000","","","500000","","","","","6863636","","6909091","736364","","740909","18600000","","18370852","8-Apr-04","22-Feb-08","1-Apr-08","24-Apr-08","24-Apr-08","","29-Sep-09","","","","","","","","","","","31-Jan-10","1-Sep-10","31-Jul-15","","","","","","","","","","31-Jul-12","","LAC, REG,"
"906001152911","2509","UNDP","UNDP","","Asia","","Pakistan","","PK","Land Degradation","L","L","Sustainable Land Management for Combating  Desertification (Phase I)","GEF - 3","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","Ministry of Environment","Government","PH","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Andrea Kutter","","3129","","-15-","","","","","","","340000","","","340000","","","","","2000000","","2000000","210600","","","2600000","","2600000","8-Apr-04","","1-May-06","9-Jun-06","9-Jun-06","","28-Aug-07","","","","","","","","22-Jan-08","","","","22-Jan-08","30-Jun-12","30-Jun-11","","","31-Dec-12","","","","","","","","Asia,"
"906001152913","3385","World Bank","World Bank","","AFR","","Senegal","","SN","Land Degradation","L","L","SIP: Sustainable Land Management in Senegal","GEF - 4","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","Association S�n�galaise pour la Promotion du D�veloppement � la Base (ASPRODEB), Agence National de Conseil Agricoleet Rural (ANCAR), Institut Senegalais de Recherche Agricole (ISRA) ","Multilateral","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Jean-Marc Sinnassamy","298074","","108144","-15-","LD-1;",";15;","","","","","0","","","","","","","","4800000","","4800000","0","","","46400000","","46400000","6-Nov-07","28-Jan-08","30-Jun-07","14-Jun-07","14-Jun-07","","16-Jun-09","","","","","","","","","","","16-Jul-09","5-Mar-10","30-Jun-12","31-Dec-12","","","","","","","","","31-Dec-11","10-Apr-12","AFR,"
"906001152915","3456","UNDP","UNDP","","LAC","","Dominican Republic","","DO","Land Degradation","L","L","LDC/SIDS Portfolio Project: Capacity Building for Sustainable Land Management in the Dominican Republic","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","SEMARN-SWS","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3411","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","12-Sep-07","","","","","","","","","","","","","","24-Jan-06","","","","24-Jan-06","","","","","","","","","","","","","SIDS,"
