"AidData Project ID","gef_id","Agency","Lead agency","Secondary agency(ies)","Region","List of regions","Country","List of participating countries","Countries listed by Code (ISO 3166-1 alpha-2)","Focal Area","Focal Area single-letter-code","List of project's focal areas","Title(2)","GEF replenishment phase","Type acronym","Type","Status","Trust Fund acronym","Trust Fund","Executing partner / agency","Type of executing partner / agency","Type acronym of parent (or empty if standalone)","Category (empty: standalone, parent, child)","Biosafety project?","Targeted research project?","National Capacity Self Assessement (NCSA)?","National Adaptation Programme of Action (NAPA)?","isNonExpedited","National Portfolio Formulation Exercises (NPFE)?","National communications project?","Small Grants Programme (SGP)?","Sustainable Forest Management (SFM)?","Requires second review?","Primary GEFSEC Program Manager","ID of secondary GEFSEC Program Manager","UNDP Project ID","World Bank Project ID","GEF3 OP list","GEF4 SP list","GEF4 SP-ID list","GEF5 FA Objective list","Keyword ID list","Code of business plan allocation item","World Bank Trust Fund number","(Sum of all) Approved PPG(s)","Project Preparation Grant (PPG)","Project Development Facility block A (PDF-A)","Project Development Facility block B (PDF-B)","Project Development Facility block C (PDF-C)","Pre-Investment Facility (PRIF)","Agency fees paid separately for PPG","Agency fees paid separately for PDF-B","GEF Project Grant PIF stage","GEF Project Grant CEO approve stage","GEF Project Grant CEO endorse stage","Agency Fee PIF stage","Agency Fee CEO approve stage","Agency Fee CEO endorse stage","Cofinance PIF stage","Cofinance CEO approve stage","Cofinance CEO endorse stage","Date of receipt or first PMIS entry","PIF Clearance or PIF Approval Date","Expected date of entry into work program","Date of entry into work program","Date of project approval","Date of CEO approval (MSP / EA)","Date of CEO endorsement (FSP)","Date of dropping (before project approval)","Date of cancelation (after project approval)","Date of PIF rejection by CEO","Date of technical rejection by Program Manager","Date of rejection by CEO at CEO approve stage","Date of rejection by CEO at CEO endorse stage","Date of Parent / Program rejection by Council","Date of approval by Agency","Expected date of Grant signing","Actual date of Grant signing","Expected date of implementation start","Actual date of implementation start","Expected date of closure","Actual date of closure","Expected date of financial closure","Date of financial closure","Expected date of Internal Completion Report (ICR)","Date of Internal Completion Report (ICR)","Expected date of Parent endorsement by Council","Date of Parent endorsement by Council","Expected date of effectiveness","Date of effectiveness","Expected date of mid term review","Date of mid term review","GEFNewRegionList"
"906001153045","2268","UNDP","UNDP","","AFR","","Senegal","","SN","Land Degradation","L","L","SIP: Integrated Ecosystem Management in Four Representative Landscapes of Senegal, Phase 2","GEF - 4","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","Ministry of Environment (ME) with the cooperation of DPN, DEFCCS,;DCERP; and Ministry of Fisheries","Government","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Jean-Marc Sinnassamy","291246","2935","","-12-","LD-3;",";17;","","","","","0","","","","","","","","3640000","","3640000","0","","0","7789000","","7789000","29-Jun-06","14-Jun-07","","14-Jun-07","14-Jun-07","","24-Jul-07","","","","","","","","4-Sep-07","","","","4-Sep-07","30-Sep-11","31-Dec-11","","","","","","","","","","","AFR,"
"906001153047","3390","IFAD","IFAD","","AFR","","Swaziland","","SZ","Multi Focal Area","M","M;B;C;L;","SIP: Lower Usuthu Smallholder Irrigation Project (LUSIP)","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Agriculture and Cooperatives, SWADE","Government","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Jaime Cavelier","338106","","","-15-7-","LD-2;",";16;","","","","","99909","99909","","","","","","","1972820","","1972820","118181","","118181","12273897","","8671080","6-Nov-07","26-Nov-07","1-Sep-08","23-Sep-08","23-Sep-08","","27-May-09","","","","","","","","16-Jul-09","","","30-Jul-10","16-Sep-11","31-Mar-15","","","","","","","","","","30-Dec-12","19-Oct-12","AFR,"
"906001153049","3391","UNDP","UNDP","","AFR","","Tanzania","","TZ","Land Degradation","L","L","SIP: Reducing Land Degradation on the Highlands of Kilimanjaro","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Vice President�s Office","Multilateral","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","","409","","-15-","","","","","","","125000","100000","25000","","","","","","2650229","","2630000","0","","","4800000","","21646000","2-Aug-05","16-Apr-08","","14-Jun-07","14-Jun-07","","13-May-10","","","","","","","","","","","","3-Mar-10","30-Nov-13","","","","","","","","","","","","AFR,"
"906001153051","5718","UNDP","UNDP","","AFR","","Uganda","","UG","Multi Focal Area","M","M;C;L;","Integrated Landscape Management for Improved Livelihoods and Ecosystem Resilience in Mount Elgon ","GEF - 5","MSP","Medium Size Project","CEO Approved","GET","GEF Trust Fund","Implementing partner Ministry of Agriculture, Animal Industry and Fisheries MAAIF  Other partners Ministry of Water and Environment, Ministry of Lands Housing and Urban Development National Agricultural Research Organisation, Busitema University  National Environment Management Authority NEMA and three District Local Governments  ","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Jean-Marc Sinnassamy","441409","4634","","","","","LD-3; LD-3; LD-3; CCM-5; CCM-5; ","","","","50000","50000","","","","","4750","","1620320","1620320","","153930","153930","","7630000","8831384","","6-Mar-14","22-May-14","","","22-May-14","26-Oct-15","","","","","","","","","","","","","","","","","","","","","","","","","","AFR,"
"906001153053","3393","UNDP","UNDP","","AFR","","Uganda","","UG","Land Degradation","L","L","SIP: Enabling Environment for SLM to overcome land degradation in the cattle corridor of Uganda.","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","GoU (Ministry Agriculture and Districts","Government","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Mohamed Bakarr","","3227","","-15-","LD-3;",";17;","","","","","50000","","50000","","","","","","1830730","","1830730","0","","","5650000","","2600000","11-Jan-06","11-Mar-08","","14-Jun-07","14-Jun-07","","22-Dec-09","","","","","","","","","","","28-Feb-10","12-Aug-10","31-Jul-12","","","","","","","","","","30-Mar-12","","AFR,"
"906001153055","3403","UNEP","UNEP","","AFR","","Regional","Botswana, Namibia, South Africa","00, NA, BW, ZA","Land Degradation","L","L","SIP: Kalahari-Namib Project: Enhancing Decision-making through Interactive Environmental Learning and Action in Molopo-Nossob River Basin in Botswana, Namibia and South Africa","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","IUCN in collaboration with Ministry of Environment, Wildlife and Tourism (Botswana), Ministry of Environment and Tourism (Namibia), Ministry of Agriculture (South Africa)","NGO","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Mohamed Bakarr","296630","","","-15-","LD-2;LD-3;",";16;17;","","","","","125000","125000","","","","","","","2175000","","2175000","0","","","5000000","","5000000","13-Mar-08","20-May-08","","14-Jun-07","14-Jun-07","","19-Nov-10","","","","","","","","","","","30-Dec-10","1-Apr-11","31-Mar-15","","","","","","","","","","30-Dec-12","","AFR, REG,"
"906001153057","3401","UNEP","UNEP","","AFR","","Regional","Burundi, Cote d'Ivoire, Ghana, Kenya, Malawi, Mozambique, Nigeria, Rwanda, Tanzania, Uganda","00, MW, GH, TZ, RW, CI, BI, KE, UG, MZ, NG","Multi Focal Area","M","M;L;I;","SIP: Equatorial Africa Deposition Network (EADN)","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","African Collaborative Center for Earth System Science (ACCESS) and UNU-International Network on Water, Environment and Health (UNU-INWEH), and the World Bank","Multilateral","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Jean-Marc Sinnassamy","296630","","","-15-2-","","","","","","","100000","50000","50000","","","","","","1865000","","1865000","100000","","97500","6050000","","3243746","6-Nov-07","17-Nov-08","","14-Jun-07","14-Jun-07","","4-Aug-11","","","","","","","","27-Oct-11","","","30-Sep-11","1-Dec-11","1-Feb-16","","","","","","","","","","31-Aug-13","","AFR, REG,"
"906001153059","3399","World Bank","World Bank","","AFR","","Regional","Burundi, Kenya, Rwanda, Tanzania, Uganda","00, KE, UG, TZ, BI, RW","Multi Focal Area","M","M;L;I;","SIP: Lake Victoria Environmental Management Project II","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Lake Victoria Basin Commission, National Ministries","Government","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Christian Severin","","","103298","-15-10-15-","IW-4;LD-2;IW-1;",";21;16;18;","","","","","200000","200000","","","","","","","6800000","","7000000","680000","","600000","133340800","","107800000","6-Nov-07","21-Feb-08","1-Sep-08","23-Sep-08","23-Sep-08","","17-Dec-08","","","","","","","","","","","","25-Sep-09","30-Jun-15","","","","","","","","","","31-Dec-11","14-Sep-11","AFR, REG,"
"906001153061","3398","World Bank","World Bank","","AFR","AFR","Regional","Egypt, Ethiopia, Sudan","00, ET, SD, EG","Multi Focal Area","M","M;L;I;","SIP: Eastern Nile Transboundary Watershed Management in Support of ENSAP Implementation","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","National Ministries, Eastern Nile Technical Regional Office (ENTRO)","Government","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Christian Severin","66996","","","-15-10-","IW-2;",";19;","","","","","0","","","","","","","","8700000","","8700000","270000","","270000","19334000","","26700000","6-Nov-07","21-Feb-08","1-Sep-08","23-Sep-08","23-Sep-08","","8-Apr-09","","","","","","","","","","","30-Jul-09","21-Jul-09","31-Dec-14","","","","","","","","","","31-Dec-12","","AFR, REG,"
"906001153063","3395","UNEP","UNEP","","AFR","","Regional","Africa","00, 3A","Land Degradation","L","L","SIP: Institutional Support to New Partnership for Africa�s Development (NEPAD) and Regional Economic Communities (RECs) for Sustainable Land Management (SLM) Scale-up in Sub-Saharan Africa (SSA)","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","NEPAD Secretariat (in collaboration with WB, UNDP, IFAD, FAO, AfDB in GEF TerrAfrica SIP)","Government","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Mohamed Bakarr","329964","","","-15-","","","","","","","100000","100000","","","","","","","3771000","","3735809","0","","","4192000","","6014550","6-Nov-07","27-Feb-08","","14-Jun-07","14-Jun-07","","26-May-10","","","","","","","","","","","30-Aug-10","1-Sep-10","30-Jul-15","","","","","","","","","","31-Aug-12","","AFR, REG,"
"906001153065","3422","UNDP","UNDP","","AFR","","Rwanda","","RW","Land Degradation","L","L","LDC/SIDS Portfolio: Improving Agricultural Extension Services for Sustainable Land Use Management in Rwanda","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","RADA in GoR","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3388","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10-Dec-07","","","","10-Dec-07","","","","","","","","","","","","","AFR,"
"906001153067","3635","UNDP","UNDP","","Asia","","Cambodia","","KH","Multi Focal Area","M","M;B;C;L;","SFM Strengthening Sustainable Forest Management and the Development of Bio-energy Markets to Promote Environmental Sustainability and to Reduce Green House Gas Emissions in Cambodia","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","MAFF-FA, MoE","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Ulrich Apel","367540","4136","","","CC-6;CC-6;",";14;14;","","","","","0","","","","","","","","2363635","","2363635","236364","","236364","5400000","","7600000","22-Jan-08","10-Sep-08","1-Nov-08","13-Nov-08","13-Nov-08","","27-May-10","","","","","","","","","","","30-Sep-10","18-Mar-11","30-Aug-14","","","","","","","","","","30-Oct-12","","Asia,"
"906001153069","2357","World Bank","World Bank","","AFR","","Burundi","","BI","Land Degradation","L","L","Agricultural Rehabilitation and Sustainable Land Management Project","GEF - 3","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","Ministry of Agriculture and Livestock in Burundi through National project Coordination and Management Unit","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","","85981","-15-","","","","","","","350000","","","350000","","","","","5000000","","5000000","437000","","","37000000","","35520000","2-Oct-03","","1-May-04","21-May-04","21-May-04","","7-Jul-04","","","","","","","","27-Jul-04","","","","23-Sep-04","31-Oct-10","31-Oct-10","","","31-Dec-11","","","","","23-Sep-04","31-Dec-07","","AFR,"
"906001153071","3432","UNDP","UNDP","","AFR","","Angola","","AO","Land Degradation","L","L","LDC/SIDS Portfolio Project: Sustainable Land Management","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","MINISTRY OF AGRICULTURE AND URBAN ENVIRONMENT, ANGOLA","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3379","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","4-Sep-07","","","","","","","","","","","","","","22-Nov-07","","","","22-Nov-07","","","","","","","","","","","","","AFR,"
"906001153073","5848","UNDP","UNDP","","Asia","","Indonesia","","ID","Multi Focal Area","M","M;L;M;","Capacity Development for Implementing Rio Conventions through Enhancing Incentive Mechanism for Sustainable Watershed/Land Management","GEF - 5","MSP","Medium Size Project","CEO Approved","GET","GEF Trust Fund","Ministry of Forestry, Ministry of Environment","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Susan Waithaka","329964","5224","","","","","CD-4; CD-5; CD-2; LD-3; ","","","","100000","100000","","","","","9500","","1880000","1880000","","178600","178600","","6000000","5600000","","12-May-14","12-Jun-14","","","12-Jun-14","26-Oct-15","","","","","","","","","","","","","","","","","","","","","","","","","","Asia,"
"906001153075","5698","UNEP","UNEP","","CEX","","Global","","1W","Land Degradation","L","L","Sustainable Land Management and Climate Change Mitigation Co-benefits SLM CCMC","GEF - 5","MSP","Medium Size Project","CEO Approved","GET","GEF Trust Fund","UNEP DEWA  Colorado State University  World Bank","Multilateral","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Ulrich Apel","349360","","","","","","LD-4; ","","","","20000","20000","","","","","1900","","1804800","1804800","","171456","171456","","2200000","1561512","","6-Feb-14","11-Mar-14","","","11-Mar-14","28-Oct-15","","","","","","","","","","","","","","","","","","","","","","","","","","CEX,"
"906001153077","2732","UNDP","UNDP","","Asia","","Iran","","IR","Multi Focal Area","M","M;B;C;L;I;","MENARID: Institutional Strengthening and Coherence for Integrated Natural Resources Management","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Forest Range and Watershed Management Organization (FRWO), Ministry of Jihad Agriculture","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Ulrich Apel","325999","3232","","-1-3-4-15-","LD-2;IW-4;LD-1;BD-4;CC-6;",";16;21;15;4;14;","","","","","125000","100000","25000","","","","","","4320000","","4320000","434500","","444500","14946000","","15737000","27-Oct-06","19-Feb-08","1-Apr-08","24-Apr-08","24-Apr-08","","22-Jul-10","","","","","","","","","","","30-Sep-10","28-Sep-10","31-Jul-15","","","","","","","","","","31-Mar-13","","ECA,"
"906001153079","2512","UNDP","UNDP","","LAC","","Dominican Republic","","DO","Land Degradation","L","L","Demonstrating Sustainable Land Management in the Upper Sabana Yegua Watershed System","GEF - 3","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","Fundacion Sur Futuro (NGO)","NGO","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3185","","-15-","","","","","","","162224","","","162224","","","","","4434695","","4434695","382000","","","25462688","","25462689","15-Apr-04","","1-Feb-05","6-Apr-05","6-Apr-05","","21-Sep-05","","","","","","","","1-Feb-06","","","","1-Feb-06","31-Oct-11","31-Oct-11","","","31-Dec-12","","","","","31-Oct-05","","","SIDS,"
"906001153081","3460","UNDP","UNDP","","LAC","","Dominica","","DM","Land Degradation","L","L","LDC/SIDS Portfolio Project: Capacity Building for Sustainable Land Management in the Commonwealth Dominica","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Environmental Coordinating Unit","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3410","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","12-Sep-07","","","","","","","","","","","","","","23-Apr-08","","","","23-Apr-08","","","","","","","","","","","","","SIDS,"
"906001153083","3472","UNDP","UNDP","","Asia","","India","","IN","Multi Focal Area","M","M;B;C;L;","SLEM/CPP: Integrated Land Use Management to Combat Land Degradation in Madja Pradesh","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Environment and Forests, State Government of Madhya Pradesh","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Mohamed Bakarr","","3512","","-15-SPA-4-2-","","","","","","","340000","340000","","","","","","","5763000","","5763000","610300","","610300","95523750","","95523750","29-May-08","23-Jun-08","1-Sep-08","23-Sep-08","23-Sep-08","","18-Sep-09","","","","","","","","","","","30-Nov-09","23-Jan-10","31-Oct-14","","","","31-Dec-15","","","","","","31-Dec-13","","Asia,"
"906001153085","3471","World Bank","World Bank","","Asia","","India","","IN","Multi Focal Area","M","M;B;C;L;","SLEM/CPP: Sustainable Land Water and Biodiversity Conservation and Management for Improved Livelihoods in Uttarakhand Watershed Sector","GEF - 4","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","Watershed Development Department, Uttarakhand","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Andrea Kutter","346313","","112061","","LD-2;BD-4;CC-SPA;",";16;4;30;","","","","","0","","","","","","","","7000000","","7490000","700000","","749000","83000000","","90000000","25-Jul-08","15-Sep-08","1-Nov-08","13-Nov-08","13-Nov-08","","11-Jun-09","","","","","","","","","","","30-Sep-09","12-Nov-09","31-Aug-13","31-Aug-13","","","","","","","","","31-Dec-11","","Asia,"
"906001153087","3470","World Bank","World Bank","","Asia","","India","","IN","Multi Focal Area","M","M;B;C;L;","SLEM/CPP: Sustainable Rural Livelihood Security through Innovations in Land and Ecosystem Management","GEF - 4","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","Department of Agriculture, Union Ministry of Agriculture and Union Ministry of Environment and Forests","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Andrea Kutter","","","","-15-4-5-SPA-","","","","","","","0","","","","","","","","10000000","","7340000","1000000","","734000","100000000","","88000000","14-Sep-07","4-Oct-07","1-Nov-07","16-Nov-07","16-Nov-07","","11-Jun-09","","","","","","","","","","","31-Jul-09","12-Nov-09","30-Jun-14","30-Jun-14","","","","","","","","","31-Dec-11","","Asia,"
"906001153089","3469","UNDP","UNDP","","Asia","","India","","IN","Multi Focal Area","M","M;B;L;","SLEM/CPP: Sustainable Land Management in Shifting Cultivation Areas of Nagaland for Ecological and Livelihood Security","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Union Ministry of Environment and Forests, State Department of Soil and Water Conservation, Government of Nagaland and Village Council and Village Development Boards","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Andrea Kutter","332198","4073","","-15-3-","","","","","","","0","","","","","","","","3600000","","3600000","360000","","360000","20000000","","25416612","17-Sep-07","11-Oct-07","1-Nov-07","16-Nov-07","16-Nov-07","","26-May-09","","","","","","","","20-Jul-09","","","1-Jun-09","20-Jul-09","30-Apr-13","","","","31-Dec-14","","","","","","31-Dec-12","","Asia,"
"906001153091","3468","World Bank","World Bank","","Asia","","India","","IN","Land Degradation","L","L","SLEM/CPP: Institutional Coordination, Policy Outreach and M & E Project under Sustainable Land and Ecosystem Management Partnership Program","GEF - 4","MSP","Medium Size Project","Project Completion","GET","GEF Trust Fund","MOEF","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","","112844","-15-","","","","","","","0","","","","","","","","990000","981411","","99000","98141","","1000000","1004711","","14-Sep-07","17-Apr-08","","","17-Apr-08","28-May-09","","","","","","","","","","","","31-Jul-09","10-Aug-09","30-Jun-14","30-Jun-14","","","","","","","","","31-Dec-11","","Asia,"
"906001153093","3475","UNDP","UNDP","","LAC","","Belize","","BZ","Land Degradation","L","L","LDC/SIDS Portfolio Project: Mainstreaming and Capacity Building for Sustainable Land Management in Belize","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Forest Department, Ministry of Natural Resources and the Environment","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3409","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14-Feb-08","","","","14-Feb-08","","","","","","","","","","","","","LAC,"
"906001153095","3363","IFAD","IFAD","","AFR","","Comoros","","KM","Multi Focal Area","M","M;B;L;","SIP: Integrated Ecological Planning and Sustainable Land Management in Coastal Ecosystems in the Comoros in the Three Island of (Grand Comore, Anjouan, and Moheli)","GEF - 4","MSP","Medium Size Project","Project Completion","GET","GEF Trust Fund","Ministry of Agriculture, Fisheries and Environment","Government","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Walter J. Lusigi","","","","-15-4-","BD-4;LD-2;BD-2;",";4;16;2;","","","","","0","","","","","","","","1000000","1000000","","40000","40000","","1872000","1872000","","6-Nov-07","17-Dec-07","","","17-Dec-07","18-Apr-08","","","","","","","","","5-Aug-08","","","","15-Jul-09","31-Dec-14","","","","1-Jul-12","","","","","","31-Dec-11","","SIDS,"
"906001153097","3481","UNDP","UNDP","","AFR","","Guinea-Bissau","","GW","Land Degradation","L","L","LDC/SIDS Portfolio Project: Sustainable Land Management in Guinea-Bissau","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Agriculture and Rural Development-Directorate-General of Hunting and Forests","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3386","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","26-Sep-07","","","","","","","","","","","","","","21-Mar-08","","","","21-Mar-08","","","","","","","","","","","","","AFR,"
"906001153099","3608","World Bank","World Bank","","Asia","","China","","CN","Multi Focal Area","M","M;C;L;","PRC-GEF Partnership: Sustainable Development in Poor Rural Areas","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","State Council/Leading Group for Poverty Reduction, Provinces of Shaanxi, Henan; Chongqing","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Ulrich Apel","349464","","101844","","CC-6;",";14;","","","","","280000","280000","","","","","","","4265000","","4265000","454500","","454500","143400000","","154900000","22-Jan-08","4-Feb-08","1-Jun-08","28-Jul-08","28-Jul-08","","13-May-10","","","","","","","","25-Aug-10","","","14-Sep-10","25-Aug-10","31-Dec-15","","","","","","","","","","15-Jun-13","","Asia,"
"906001153101","3484","ADB","ADB","","Asia","","China","","CN","Land Degradation","L","L","PRC-GEF Partnership: Capacity and Management Support for Combating Land Degradation in Dryland Ecosystems","GEF - 4","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","Ministry of Finance; State Forestry Administratioin","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Mohamed Bakarr","","","","-15-","","","","","","","0","","","","","","","","2728000","","2727455","272800","","272745","6200000","","6200000","26-Sep-07","25-Feb-09","1-Jun-09","24-Jun-09","24-Jun-09","","14-Oct-09","","","","","","","","8-Dec-09","","","31-Jan-10","26-Jan-10","31-Oct-13","24-Jan-14","","","","","","","","","2-Mar-12","2-Mar-12","Asia,"
"906001153103","3486","UNDP","UNDP","","LAC","","Suriname","","SR","Land Degradation","L","L","LDC/SIDS Portfolio Project: Capacity Building and Mainstreaming of Sustainable Land Management in Suriname","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Labour, Technological Development and Environment","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3417","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18-Feb-08","","","","18-Feb-08","","","","","","","","","","","","","LAC,"
"906001153105","3487","UNDP","UNDP","","LAC","","Jamaica","","JM","Land Degradation","L","L","LDC/SIDS Portfolio Project: Capacity Building for Sustainable Land Management in Jamaica","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Forestry Department","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3468","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","25-Sep-07","","","","","","","","","","","","","","8-Jan-08","","","","8-Jan-08","","","","","","","","","","","","","SIDS,"
"906001153107","3488","UNDP","UNDP","","Asia","","Kiribati","","KI","Land Degradation","L","L","LDC/SIDS Portfolio Project: Capacity Building for Sustainable Land Management in Kiribati","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","MELAD","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3606","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","27-Sep-07","","","","","","","","","","","","","","3-Nov-05","","","","3-Nov-05","","","","","","","","","","","","","SIDS,"
"906001153109","3489","UNDP","UNDP","","Asia","","Solomon Islands","","SB","Land Degradation","L","L","LDC/SIDS Portfolio Project: Capacity Building for Sustainable Land Management in the Solomon Islands","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","UNDP Direct Execution/ Department of Agriculture and Livestock (DAL). ","Multilateral","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3404","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22-Apr-08","","","","22-Apr-08","","","","","","","","","","","","","SIDS,"
"906001153111","1877","World Bank","World Bank","","AFR","","Guinea","","GN","Land Degradation","L","L","Community-based Land Management","GEF - 3","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","Ministry of Mining, Geology and  the Environment","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Walter J. Lusigi","","","81297","-15-","","","","","","","350000","","","350000","","","","","7000000","","7000000","662000","","","34400000","","34400000","1-Nov-02","","1-Jun-05","8-Jun-05","8-Jun-05","","25-May-06","","","","","","","","22-Jun-06","","","","20-Jul-07","31-Dec-14","30-Jun-11","","","","","","","","","31-Dec-12","","AFR,"
