"","dist_to_all_rivers.na.mean","dist_to_roads.na.mean","srtm_elevation_500m.na.mean","srtm_slope_500m.na.mean","accessibility_map.na.mean","gpw_v3_density.2000.mean","wdpa_5km.na.sum","treecover2000.na.mean","latitude","longitude","udel_precip_v4_01_yearly_max.2002.mean","udel_precip_v4_01_yearly_min.2002.mean","udel_precip_v4_01_yearly_mean.2002.mean","udel_air_temp_v4_01_yearly_max.2002.mean","udel_air_temp_v4_01_yearly_min.2002.mean","udel_air_temp_v4_01_yearly_mean.2002.mean","v4composites_calibrated.2002.mean","ltdr_yearly_ndvi_mean.2002.mean","iba_distance","GEF.Project.Grant.CEO.endorse.stage","treatment","iba_statescore","propensity","ML.prop","transOutcome","transProp","tree.pred","GEF_ID","Title"
"3054",476374.4375,1031.9197998047,124.414271556,5.8304400444,47.8461538462,235.4564971924,0,0.0636779378,16.8472772,-24.97742,159.5,0,27.3333333333,26.5,22.4,23.9916666667,6.8192488263,531.610900879,11.4135711164,3100000,1,3,0.378757526641436,0.378757526641436,7.92063467781607,0.378757526641436,3,3752,"SPWA-BD: Consolidation of Cape Verde's Protected Areas System"
"3095",15768914,454.0440063477,59.4133114215,0.8245019317,3605.0700636943,7.4944267273,0,0,-19.03335,-169.86667,NA,NA,NA,NA,NA,NA,0.4335664336,1987.50756836,4.13800462515,6283750,1,3,NA,NA,NA,NA,3,3819,"PAS: Forestry and Protected Area Management"
"3106",2990.6401367188,462071.4375,62.5529061103,1.7040389776,125.4502923977,182.9615936279,0,2.4841809608,16.0619016,73.456907,1072,0,256.6875,31.15,25.7,28.0375,2.8534883721,2317.93652344,0.775984329074,3438294,1,0,0.172359910203427,0.172359910203427,0,0.172359910203427,-2.36307160266298,3941,"IND-BD Mainstreaming Coastal and Marine Biodiversity  Conservation into Production Sectors in the Malvan Coast, Maharashtra State"
"3107",1589.8873291016,1534.1374511719,78.3856613103,2.1995704174,195.4476190476,170.5396270752,0,9.5427326155,16.1700163,73.7,998.7,0,292.45,31.2,25.5,27.9416666667,3.767281106,3175.74047852,0.797902169553,3438294,1,0,0.109186060188294,0.109186060188294,0,0.109186060188294,-2.36307160266298,3941,"IND-BD Mainstreaming Coastal and Marine Biodiversity  Conservation into Production Sectors in the Malvan Coast, Maharashtra State"
"3109",3427.5075683594,552538.0625,56.9837618403,1.8268182278,146.6649746193,156.7608947754,0,1.3173825675,16.37689,73.3704355,NA,NA,NA,NA,NA,NA,2.3309859155,2116.41210938,1.0960972847,3438294,1,0,NA,NA,NA,NA,-2.36307160266298,3941,"IND-BD Mainstreaming Coastal and Marine Biodiversity  Conservation into Production Sectors in the Malvan Coast, Maharashtra State"
"3119",2229.2453613281,1066.6427001953,73.9095415118,0.1977023482,319.7494145199,13.6516647339,1,0.005755751,15.7319258,-13.63393,92.9,0,18.7583333333,35.3,24.7,30.5416666667,0,1474.44665527,6.14752565048,2880000,1,3,0.197941913636767,0.197941913636767,15.1559613872641,0.197941913636767,3,4080,"SPWA-BD: Participatory Biodiversity Conservation and Low Carbon Development in Pilot Ecovillages in Senegal"
"3122",2210.7512207031,1381.8848876953,4.8578491965,0.1472210586,71.8888888889,37.3553695679,0,0.5608683621,16.3340165,-15.839,54.7,0,16.0333333333,30.7,24,28.25,0.0495283019,1561.98327637,7.36599171343,2880000,1,3,0.206046671108827,0.206046671108827,14.559808143736,0.206046671108827,3,4080,"SPWA-BD: Participatory Biodiversity Conservation and Low Carbon Development in Pilot Ecovillages in Senegal"
"3124",2015.0430908203,1069.5517578125,46.1837368094,0.2307428271,394.5905882353,6.9512090683,2,0.0118480953,15.1404151,-14.5487,102,0,22.4541666667,33.55,25.45,30.0666666667,0,1710.98925781,5.87324053675,2880000,1,3,0.0993873518742629,0.0993873518742629,30.1849273919217,0.0993873518742629,3,4080,"SPWA-BD: Participatory Biodiversity Conservation and Low Carbon Development in Pilot Ecovillages in Senegal"
"3129",1309.7016601563,964.1810302734,23.2198852772,0.3072220087,136.9635036496,60.9435157776,0,0.0830502565,15.4280154,-16.7199,159,0,37.675,28.2,24,26.4666666667,0,1540.89624023,7.24699726142,2880000,1,3,0.206893328885806,0.206893328885806,14.5002258707715,0.206893328885806,3,4080,"SPWA-BD: Participatory Biodiversity Conservation and Low Carbon Development in Pilot Ecovillages in Senegal"
"3131",2258.8647460938,361.1910705566,42.9987593052,0.1243805438,139.6722090261,61.6276550293,0,7.54297136499e-05,15.2722152,-16.517,128.3,0,32.9125,28.6,24.25,27,0.4813953488,1688.9173584,6.99912333541,2880000,1,3,0.180870787226489,0.180870787226489,16.5864263986608,0.180870787226489,3,4080,"SPWA-BD: Participatory Biodiversity Conservation and Low Carbon Development in Pilot Ecovillages in Senegal"
