Project ID,WDPA ID,,,,,,Protected Area Information,,,Additional Information,,,
PMIS GEF ID,WDPA ID1,WDPA ID2,WDPA ID3,WDPA ID4,Found on PP?,Notes,Protected Area Name,Country,Area,More Than 1 WDPA ID?,Name of PA in Documentation,Direct Investment (US$),Notes
1031,10111,,,,Y,,Con Dao National Park,Vietnam,South,N,,,
1034,,,,,N,,Macin mountains national park (there are maps on page 3 and 4),,,N,,,
1036,1767,,,,Y,,Badai Tugai strict reserve,Karakalpakstan,,N,,,
1036,,,,,N,This is to vauge,Karakalpakstan protected areas system,Uzbekistan,,,,,New
1036,,,,,N,,Lower Amudarya Biosphere Reserve (BR),Uzbekistan,,,,,New
1042,,,,,N,http://www.crossbillguides.com/easternrhodopes,Eastern Rhodope Nature Parks,Bulgaria,,N,,,
1042,,,,,N,http://www.rewildingeurope.com/project/western-rhodopes-wilderness-conservation/,Western Rhodope Nature Parks,Bulgaria,,N,,,
1043,61943,,,,Y,,Kulen Promtep Wildlife Sanctuary,Cambodia,North,N,,,
1043,313443,,,,Y,,Preah Vihear Protected Forest,Cambodia,North,N,,,
1045,145808,555543180,,,Y,,North Vidzeme Biosphere Reserve,Latvia,,Y,,,
1055,62326,,,,Y,,Blinkwater Conservancy,South Africa,East,N,,,
1055,126707,,,,Y,,Napier Conservancy,South Africa,,N,,,
1055,301881,,,,Y,,Agulhas National Park,South Africa,South,N,,,
1055,,,,,N,,Akkedisberg Conservancy,South Africa,,N,,,
1055,,,,,N,,De Diepegat Conservancy,South Africa,,N,,,
1055,,,,,N,,Kleinriviersberg Conservancy,South Africa,,N,,,
1055,,,,,N,http://www.nuwejaars.com/,Nuwejaars SMA,South Africa,,N,,,
1055,,,,,N,,Overberg Test Range,South Africa,,N,,,
1055,,,,,N,,Solitaire Conservancy,South Africa,,N,,,
1055,,,,,N,http://www.capenature.co.za/reserves/walker-bay-nature-reserve/,Walker Bay Fynbos Conservancy,South Africa,,N,,,
1056,300543,116251,,,Y,,Hluleka,South Africa,,,,,New
1056,1985,116261,,,Y,,Silaka,South Africa,,,,,New
1056,9081,300546,,,Y,,Dwesa/Cwebe,South Africa,,,,,New
1056,,,,,N,,Mkhambati,South Africa,,,,,New
1061,,,,,N,http://www.lonelyplanet.com/peru/rio-madre-de-dios/hotels/inkaterra-reserva-amazonica,Inka Terra Ecological Reserve,Peru,,N,,,
1067,31330,,,,Y,,Bao Bolong Wetland Reserve,Gambia,,N,,,
1067,903024,,,,Y,,Tanbi Wetland Complex,Gambia,,N,,,
1067,,,,,N,http://thegambiawildlife.com/protected-areas/bolong-fenyo-community-wildlife-reserve/index.html,the Bolong Fenyo Community Wildlife Reserve,Gambia,,N,,,
1068,10713,1711,201429,,Y,,Astrakhanskiy Zapovednik,Russia,,N,,0.54,
1068,201427,,,,Y,,Ilmenno-Bugrovoy  Reserve,Russia,,N,,0.0525,( same as Astrakhansky Zapovednik according to theGEF)
1068,555547592,,,,Y,,Natural Park Volga-Akhtuba Floodplain,Russia,,N,,0.345,
1068,,,,,N,http://www.kalmykia.eu/,Nature Park of the Republic of Kalmykia,Russia,,N,,0.036,
1080,11661,,,,Y,,Kune Vain protected marshland,Albania,,,,,
1086,313445,313445,,,Y,,Cardamom Mountain Wildlife Sanctuaries,Cambodia,,N,I think these two are the same PA,,
1092,10903,900908,,,Y,,Talamanca,Costa Rica,,Y,,,
1092,,,,,N,"There are a few PA's with the word 'Maya' in central america, im not sure how Itza translates",Maya Itzá,,,N,,,
1092,,,,,N,"There are a few PA's with the word 'Maya' in central america, im not sure how Altiplano  translates",Altiplano Maya,,,N,,,
1092,,,,,N,"There are a few PA's with the word 'Maya' in central america, im not sure how Belice translates",Maya Belice,,,N,,,
1092,,,,,N,,Pacífico Seco,,,N,,,
1092,,,,,N,,Atlántico Húmedo,,,N,,,
1092,,,,,N,,RAAN,,,N,,,
1092,,,,,N,,RAAS,,,N,,,
1092,,,,,N,,Sur,,,N,,,
1092,,,,,N,,Bocas del Toro,,,N,,,
1092,,,,,N,,Darien Kuna,,,N,,,
1092,,,,,N,,Bio-Itza Reserve,,,N,,,
1095,643,,,,Y,,Odzala -Kokoua National Park,Congo,,,,,New
1095,17758,,,,Y,,Dja Faunal Reserve ,Cameroon,,,,,New
1095,30674,,,,Y,,Nki National Park ,Cameroon,,,,,New
1095,30675,,,,Y,,Boumba-Bek ,Cameroon,,,,,New
1095,72324,,,,Y,,Minkebe,Gabon,,,,,New
1095,300342,,,,Y,,Lossi Gorilla Sanctuary,Congo,,,,,New
1095,303873,,,,Y,,Ivindo,Gabon,,,,,New
1095,308636,,,,Y,,Mengamé Gorilla Sanctuary,Cameroon,,,,,New
1097,478353,67859,95513,,Y,,Poyanghulijiyuchanluanchang Nature Reserve,China,,N,Poyang Lake,,
1097,478036,1670,,,Y,,Naurzum Zapovednik,Kazakhstan,,N,,,
1097,95451,67857,,,Y,,Xianghai,China,,N,,,
1097,315626,67858,,,Y,,Zhalong National Nature Reserves,China,,Y,,,
1097,17162,555542696,,,Y,,"Bujagh National Park Ramsar Site, Wetland of International Importance",Iran,,N,Bujagh / Sefid Rud Delta,,
1097,68431,,,,Y,,Kunovat River Basin Wetlands,Russia,,N,,,
1097,95450,,,,Y,,Momoge,China,,N,,,
1097,146613,,,,Y,,Kytalyk Resource Reserve,Russia,,N,,,
1097,168197,,,,Y,,Nanjishan,China,,,,,
1097,208757,,,,Y,,Synsko-Voykarsky Natural Park,Kazakhstan,,,,,
1097,313233,,,,Y,,Fereydoon Kenar,Iran,,,,,
1097,478037,,,,Y,,"Zharsor -Urkash Lakes, Kazakhstan",Kazakhstan,,N,,,
1097,902321,,,,Y,,Fereydoon Kenar,Iran,,N,,,
1097,902321,,,,Y,,Ezbaran,Iran,,N,,Had the same WDPA page,
1097,902321,,,,Y,,Sorkhe Rud Damgahs,Iran,,N,,,
1097,903137,,,,Y,,Saryarka Steppe,Kazakhstan,,,,,
1097,,,,,Y,,Keerqin,,,N,,,
1098,555512476,555512292,,,Y,,Lower Nakdong River Basin,Republic of Korea,,,,,
1098,,,,,N,,Lower Han-Imjin Basin,Republic of Korea,,,,,
1098,,,,,N,,Lower Geum River Basin ,Republic of Korea,,,,,
1099,220104,,,,Y,,Dhigalihaa,Maldives,,,,,New
1099,555547589,,,,Y,,Baa Atoll,Maldives,,,,,New
1099,,,,,N,,Angafaru,Maldives,,,,,New
1099,,,,,N,,Goidhoo Koaru,Maldives,,,,,New
1099,,,,,N,,Nibiligaa,Maldives,,,,,New
1099,,,,,N,,Hanifaru,Maldives,,,,,New
1099,,,,,N,,Mendhoo,Maldives,,,,,New
1099,,,,,N,,Maahuruvalhi   ,Maldives,,,,,New
1099,,,,,N,,Bathala,Maldives,,,,,New
1099,,,,,N,,Cobin,Maldives,,,,,
1099,,,,,N,,Mathifaruhuraa ,Maldives,,,,,New
1100,93566,145578,900880,,Y,,Uvs Nuur ,Mongolia,,,,,
1100,166790,,,,Y,,Khoridol Sardag Mountain,Mongolia,,,,,
1100,902266,,,,Y,,Achit Nuur,Mongolia,,,,,
1100,,,,,N,,Tsagaan  Shuvuut Mountain ,Mongolia,,,,,
1100,,,,,N,,"Chikhertei, Gants mod, and Sagsai Rivers",Mongolia,,,,,
1100,,,,,N,,Jar-Khyaruun,Mongolia,,,,,
1100,,,,,N,,Tengis Shishgit ,Mongolia,,,,,
1100,,,,,N,,Monkhkhairkhan Mountain,Mongolia,,,,,
1100,,,,,N,,Maynagan Ugalzat National Park,Mongolia,,,,,
1101,12215,145549,98158,,Y,,Los Manglares de Tumbes National Sanctuary,Peru,,Y,,,
1101,258,10747,,,Y,,Huascaran National Park,Peru,,Y,,,
1101,258,10747,,,Y,,Huascardn National Park,Peru,,Y,,,
1101,2175,,,,Y,,Salinas Aguada Blanca National Reserve,Peru,,N,,,
1101,3370,,,,Y,,Tambopata National Reserve,Peru,,N,,,
1101,127825,,,,Y,,Bahuaja Sonene National Park,Peru,,N,,,
1101,,,,,Y,,Northwest Biosphere Reserve,Peru,,N,,,
1104,863,5190,,,Y,,Volcanoes National Parks,Rwanda,,N,,,
1104,9148,,,,Y,,Nyungwe National Park,Rwanda,,N,,,
1107,1308,313264,303303,303304,Y,,Bardia National Park ,Nepal,,,,,
1107,1309,,,,Y,,Suklaphanta Wildlife Reserve,Nepal,,,,,
1124,313125,,,,Y,,Monte Gordo Natural Park,Cape Verde,North,N,,,
1124,313160,,,,Y,,Serra da Malagueta Natural Park,Cape Verde,Central,N,,,
1125,642,,,,Y,,Manda National Parks ,Chad,,,,,
1126,95476,,,,Y,,Xingkaihu,China,,,,,New
1126,95968,,,,Y,,Qixinghe,China,,,,,New
1126,315728,,,,Y,,Sanjiang,China,,,,,New
1126,315905,,,,Y,,Anbanghe,China,,,,,New
1126,316224,,,,Y,,Zhenbaodao,China,,,,,New
1126,316661,,,,Y,,Naolihe,China,,,,,New
1126,,,,,N,,Dajiahe,China,,,,,New
1128,316655,95655,,,Y,,Sanya,China,North,N,,,
1128,168197,96144,,,Y,,Nanjo Islands (Nanji Islands),China,East,N,,,
1128,95615,900682,,,Y,,Shankou hongshulin Nature Reserve,China,South,Y,Shankou,,
1128,478322,,,,Y,,Dongshan Nature Reserve,China,,N,Dongshan-Nan'ao,,
1133,2171,15606,,,Y,,Velebit Mountain UNESCO-MAB Biosphere Reserve,Croatia,,N,Northern Velebit Nature Park,$2.00,
1133,1058,,,,Y,,Paklenica Nature Park,Croatia,,N,,$1.42,
1133,2016,,,,Y,,Plitvice Lakes National Park,Croatia,East,N,,$0.88,
1133,2518,,,,Y,,Risnjak National Park,Croatia,Central,N,,$1.20,
1133,5606,,,,Y,,Velebit Nature Park,Croatia,West,N,,$2.10,
1139,2574,3027,29067,,Y,,Mount Nimba Strict Nature Reserve World Heritage Site,Guinea,South,Y,Nimba Mountains World Heritage Site/Déré Forest,,
1139,,,,,N,http://pages.ucsd.edu/~jjmoore/apesites/Bossou/Bossou.html,Bossou Hills,Guinea,,N,,,
1144,1968,555512162,67725,2102,Y,,Komodo National Park,Indonesia,,Y,,GEF 5  ALL 16.9,All money is invested in actities related to the development and management of the park (GEF 5  ALL 16.9)
1145,2079,708,68012,,Y,,Arjan National Parks,Iran,,,,,
1145,2075,17154,313261,,Y,,Lake Uromiyeh,Iran,,Y,,,
1145,17157,,,,Y,,the Shadegan Wetland,Iran,,N,,,
1145,68012,,,,Y,,Lake Parishan,Iran,,N,,,
1148,62611,,,,Y,,Lepsinskiy,Kazakhstan,,,,,New
1148,62644,,,,Y,,Dzhungarskiy State Nature Reserve,Kazakhstan,,N,Dzhungar National Park,,
1148,100018,,,,Y,,Ele Alatau National Nature Park,Kazakhstan,,N,Ile Alatau National Park,,
1148,,,,,N,http://www.kazakhstan.travel/en/attractions/attraction/536,Almaty State Natural Reserve,Kazakhstan,,N,,,
1148,,,,,N,,Sarkandskiy,Kazakhstan,,,,,New
1161,,,,,N,http://en.wikipedia.org/wiki/Kamchatka_Peninsula,Kamchatka Peninsula,Russia,,N,,,
1163,200018,200010,,,Y,,Kolyma ,Russia,,,,,
1163,204273,,,,Y,,Beringovsky ,Russia,,,,,
1163,,,,,N,,Beringia,Russia,,,,,
1163,,,,,N,,Kolguev,Russia,,,,,
1167,875,,,,Y,,Addo Elephant National Park,South Africa,,,,,
1170,19297,,,,Y,,Udzungwa Mountains National Park,Tanzania,,N,,,
1170,39975,,,,Y,,Lushoto in the West Usambaras,Tanzania,,N,,,
1170,127827,,,,Y,,Amani Nature Reserve in the East Usambaras,Tanzania,,N,,,
1170,,,,,N,,The area above Morogoro in the Uluguru Mountains,Tanzania,,N,,,
1170,,,,,N,http://www.tanzaniaodyssey.com/blog/category/guide-book/south-from-kilimanjaro/south-pare-mountains/,South Pare Mountains,Tanzania,,N,,,
1173,941,4322,17719,,Y,,Ichkeu ,Tunisia,,,,,
1173,4487,13962,,,Y,,Bouhedma,Tunisia,,,,,
1173,,,,,N,,Jbil,Tunisia,,,,,
1174,32564,903071,,,Y,,Bahiret El Bibane,Tunisia ,,,,,New
1174,15196,,,,Y,,Kerkennah Islands,Tunisia ,,,,,New
1174,15199,,,,Y,,Gulf of Bou Ghrara,Tunisia ,,,,,New
1174,365018,,,,Y,,Kneiss Islands,Tunisia ,,,,,New
1174,,,,,N,,Gabès Oasis,Tunisia ,,,,,New
1175,34804,,,,Y,,Budongo Forest Reserve,Uganda,,N,,,
1175,40002,,,,Y,,Kibale National Park,Uganda,,N,,,
1176,,,,,N,,Perak,Malaysia,,,,,
1177,1691,209779,1691,,Y,,Altaisky Zapovednik,Russia,South,Y,Altaisky Nature Reserve,,
1177,209640,209569,10718,,Y,,Shushensky Bor (pine stand),Russia,,,,,New
1177,200356,200324,200323,,Y,,Tigireksky Nature Reserve (project),Russia,South,Y,Tigireksky Nature Reserve,,New
1177,68519,68519,,,Y,,Katunsky Biosphere Zapovednik (Republic of Altai),Russia,,,,,
1177,68519,198345,,,Y,,State Biosphere Reserve Katunsky ,Russia,,,,,New
1177,67722,199820,,,Y,,State Biosphere Nature Reserve Ubsunurskaya Kotlovina ,Russia,,,,,New
1177,67722,199820,,,Y,,Ubsunurskaya Kotlovina Biosphere Zapovednik (Republic of Tuva),Russia,,,,,New
1177,200323,200324,,,Y,,State Nature Reserve Tigireksky,Russia,,,,,New
1177,1691,209779,,,Y,,State Biosphere Nature Reserve Altaiskiy,Russia,,,,,New
1177,,900880,,,Y,,State Biosphere Reserve Uvs,Russia,,,,,New
1177,1694,,,,Y,,Sayano-Shushensky State Biosphere Reserve,Russia,,,,,New
1177,11830,,,,Y,,State nature reserve of Azas,Russia,,,,,New
1177,199793,,,,Y,,Regional Nature Park Taiga,Russia,,N,,,New
1177,199795,,,,Y,,Ush-Beldirsky sanctuary,Russia,,,,,New
1177,200331,,,,Y,,Charyshsky sanctuary,Russia,,,,,
1177,200332,,,,Y,,Chinetinsky,Russia,,,,,
1177,200335,,,,Y,,Gilevsky,Russia,,,,,
1177,200378,,,,Y,,Regional Nature Park “Belukha” ,Russia,,,,,New
1177,200403,,,,Y,,Kosh-Agachsky sanctuary,Russia,,,,,
1177,200404,,,,Y,,Regional Nature Park Quiet Zone Ukok (Altai Republic),Russia,,N,,,New
1177,200511,,,,Y,,Lake of Ulukh-Kol,Russia,,,,,
1177,201742,,,,Y,,State Nature Reserve Khakassky,Russia,,,,,New
1177,202826,,,,Y,,Regional Nature Park Shuiskiy,Russia,,,,,New
1177,206583,,,,Y,,Regional Zakaznik (Sanctuary) Krasnoyarskiy,Russia,,N,,,New
1177,209576,,,,Y,,Regional Nature Park Ergaki,Russia,,,,,New
1177,900882,,,,Y,,Basin of Lake Uvs Nuur,Russia,,,,,
1177,,,,,,,biosphere polygons Kara-Khol’,Russia,,,,,
1177,,,,,,,Bol’shaya (large) Pashkina sanctuary;,Russia,,,,,
1177,,,,,,,cluster Khol- Bogaz,Russia,,,,,
1177,,,,,,,Eerbeksky Sanctuary;,Russia,,,,,
1177,,,,,N,,Federal Zakaznik,Russia,,N,,,
1177,,,,,,,Kamyziakskaya steppe;,Russia,,,,,
1177,,,,,,,Kebezhsky sanctuary (IUCN IV);,Russia,,,,,
1177,,,,,,,Lipovyj Ostrov (Lime tree island) sanctuary,Russia,,,,,
1177,,,,,,,"Maly Abakan,",Russia,,,,,
1177,,,,,,,National Nature Park Shorsky;,Russia,,,,,
1177,,,,,,,Nuur Depression,Russia,,,,,
1177,,,,,,,Oglakhty,Russia,,,,,
1177,,,,,,,Regional Nature park “Argut”,Russia,,,,,
1177,,,,,N,,Regional Nature Park Ak‐Cholushpa,Russia,,N,,,New
1177,,,,,N,,Regional Nature Park Argut,Russia,,,,,New
1177,,,,,N,,Regional Nature Park Chui‐Ozy,Russia,,,,,New
1177,,,,,N,,Regional Nature Park Uch‐Enmek,Russia,,,,,New
1177,,,,,N,,Regional Nature Park Ush‐Beldyrn,Russia,,N,,,New
1177,,,,,N,,Regional Nature-Economy park “Chuy-Oozy”,Russia,,,,,New
1177,,,,,N,,Regional Nature-park “Uch- Enmeg” ,Russia,,,,,New
1177,,,,,N,,Regional Zakaznik (Sanctuary) Gagul Kotlovina,Russia,,N,,,New
1177,,,,,N,,Regional Zakaznik (Sanctuary) Kiskachinskiy,Russia,,N,,,New
1177,,,,,N,,Regional Zakaznik (Sanctuary) Tokhtai,Russia,,N,,,New
1177,,,,,N,,Sailyugemsky Zapovednik ,Russia,,,,,New
1177,,,,,N,,State Biosphere Nature Reserve Katunskiy,Russia,,,,,New
1177,,,,,N,,State National Park Sailugem,Russia,,N,,,New
1177,,,,,N,,State National Park Shorskiy,Russia,,,,,New
1177,,,,,N,https://hague6185.wordpress.com/tag/lake-teletskoye/,Teletskoye Lake Area,Russia,,N,,,New
1177,,,,,N,,Zaimka Lykovykh (Lykovs’ Place),Russia,,,,,New
1183,145807,10118,,,Y,,Tonle Sap UNESCO-MAB Biosphere Reserve,Cambodia,Central,Y,Tonle Sap Lake,,
1183,313448,,,,Y,,Boeung Tonle Chhmar,Cambodia,,,,,
1183,313449,,,,Y,,Stung Sen,Cambodia,,,,,
1183,313450,,,,Y,,Prek Toal,Cambodia,,,,,
1184,17232,555547587,,,Y,,Mujib Nature Reserve,Jordan,East,Y,Mujib Reserve,,
1189,902502,3044,,,Y,,Delta du Fleuve Sénégal (Senegal) UNESCO-MAB Biosphere Reserve,Senegal,North-west,Y,The Senegal River Delta Biosphere Reserve,,
1189,,,,,N,http://en.wikipedia.org/wiki/Cap-Vert,Cap-Vert Peninsula reserve,Senegal,,N,,,
1197,145510,818,124385,17727,Y,,The W-Niger W,Niger,,N,the entire WAP complex,,
1197,1048,900732,67824,,Y,,the W Burkina Faso,Burkina Faso,,Y,,,
1197,1048,900732,67824,,Y,,The W National Park,Burkina Faso,,N,the entire WAP complex,,
1197,903038,12201,900731,,Y,,W National Park,Benin,,N,the entire WAP complex,,
1197,4488,9264,555542687,,N,http://en.wikipedia.org/wiki/Arli_National_Park,Arly subsystem,Burkina Faso,,N,the entire WAP complex,,
1197,4488,9264,555542687,,Y,,the Arly sub- complex,Burkina Faso,,Y,,,
1197,2253,597,,,Y,,Pendjari Hunting Zone,Benin,,N,the entire WAP complex,,
1197,12201,900731,,,Y,,the W-Benin,Benin,,Y,,,
1197,11585,,,,Y,,The Pendjari reserve,Benin,,N,,,
1197,,,,,N,,The RBT/W,,,N,,,
1200,62282,555547398,,,Y,,Girutiskis SNR/Labanoras Regional Park,Lithuania,,Y,,,
1200,94072,,,,Y,,Cepkeliai SNR,Lithuania,,N,,,
1200,94073,,,,Y,,Kamanos SNR,Lithuania,,N,,,
1200,95344,,,,Y,,Viesvile SNR,Lithuania,,N,,,
1200,555547588,,,,Y,,Zuvintas Biosphere Reserve,Lithuania,,N,,,
1201,3150,18307,,,Y,,Pulau Tioman,Malaysia,,,,,
1201,9642,,,,Y,,Pulau Sibu Marine Park,Malaysia,,,,,
1201,9786,,,,Y,,Pulau Redang Marine Park,Malaysia,,,,,
1204,31535,31536,31534,,Y,,North Sound Islands National Park,Antigua/Barbuda,,,,,New
1204,31478,,,,Y,,Tobago Cays Marine Park,St. Vincent & the Grenadines,,,,,New
1204,97463,,,,Y,,Pointe Sable National Park,St. Lucia,,,,,New
1206,1630,,,,Y,,Dilijan Nature Reserve,Armenia,,,,,
1206,67760,,,,Y,,Lake Sevan National Park ,Armenia,,,,,
1207,7909,,,,Y,,Andean Alerce National Park (Alerce Andino National Park (AANP) ),Chile,,N,,,
1207,9439,,,,Y,,Llanquihue Forest Reserve,Chile,,N,,,
1207,20051,,,,Y,,Alerce Costero Natural Monument,Chile,,N,Coastal Alerce National Park,,
1207,,,,,N,http://en.wikipedia.org/wiki/Valdivian_Coastal_Reserve,Valdivian Coastal Reserve,Chile,,N,,,
1214,313091,478385,,,Y,,Yarmouk ecological,Jordan,,Y,,,
1214,313089,478387,,,Y,,Qatar ecological,Jordan,,Y,,,
1214,17237,,,,N,,Jabal Maasuda,Jordan,,N,,,
1214,30694,,,,Y,,Fifa ecological,Jordan,,N,,,
1214,478388,,,,Y,,Ibn Hammad,Jordan,,N,,,
1214,,,,,N,,Humret Ma'in,Jordan,,N,,,
1221,351088,33049,,,Y,,Cantanhez,Guinea-Bissau,,Y,,,
1221,33046,,,,Y,,Cacheu,Guinea-Bissau,,N,,,
1221,33047,,,,Y,,Orango,Guinea-Bissau,,N,,,
1221,317052,,,,Y,,João Vieira & Poilão,Guinea-Bissau,,N,,,
1221,342673,,,,Y,,Cufada National Park,Guinea-Bissau,,N,,,
1236,555543711,317329,,,Y,,Francisco Coloane Marine Park,Chile,,,,,
1236,317329,,,,Y,,the Francisco Colane's MUMPAS,Chile,,,,,
1236,555543807,,,,Y,,Lafken Mapu Lahual Coastal Marine Protected Area,Chile,,N,Mapu Lahual Indigenous Park ; Lafken Mapu Lahual,,
1236,555543807,,,,Y,,MUMPA LML (Lafken Mapu Lahual),Chile,,,,,
1236,555543809,,,,Y,,Isla Grande Atacama Coastal Marine Protected Area,Chile,,,,,
1236,555543809,,,,Y,,MUMPA IGA (Isla Grande de Atacama).,Chile,,,,,
1239,2006,653,,,Y,,Simien National Park World Heritage Site,Ethiopia,North,Y,Simien,,
1239,2280,13756,,,Y,,Omo National Park,Ethiopia,South-west,Y,Omo,,
1239,7961,13759,,,Y,,Bale Wildlife Reserve,Ethiopia,Central,Y,Bale,,
1239,652,,,,Y,,Awash,Ethiopia,Central,N,,,
1239,652,,,,Y,,Awash National Park,Ethiopia,Central,N,Fantale Mountain in Awash National Park,,
1239,2276,,,,Y,,Yangudi Rassa National Park,Ethiopia,North,N,Yangudi-Rasa (Alledeghi),,
1239,2277,,,,Y,,Mago National Park,Ethiopia,South-west,N,Mago,,
1239,2278,,,,Y,,Nechisar National Park,Ethiopia,Central,N,NechSar,,
1239,2279,,,,Y,,Abjiata Shalla,Ethiopia,Central,N,,,
1239,2281,,,,Y,,Bale Mountains National Park,Ethiopia,Central,N,,,
1239,10739,,,,Y,,Senkele,Ethiopia,Central,N,,,
1239,13704,,,,Y,,Gambella,Ethiopia,West,N,,,
1239,18439,,,,Y,,Babile,Ethiopia,East,N,,,
1239,342654,,,,Y,,Alatish National Park,Ethiopia,North,N,,,
1239,365024,,,,Y,,Kafta-Sherao National Park,Ethiopia,North,N,Kafta Shiraro,,
1239,,,,,N,http://www.ewca.gov.et/en/node/199,Geralle,Ethiopia,,N,,,
1239,,,,,N,http://www.lonelyplanet.com/ethiopia/menz-guassa-community-conservation-area,Guassa Community Conservation Area,Guinea,,N,,,
1242,32834,,,,Y,,Molopo,South Africa,,N,,,
1246,28487,478002,,,Y,,Blue Bay Marine Reserve,Mauritius,South-east,N,,,
1246,,,,,N,http://en.wikipedia.org/wiki/Rodrigues,Rodrigues Island,Mauritius,,N,,,
1246,,,,,N,,Balaclava Marine Reserve,Mauritius,,N,,,
1246,,,,,N,http://www.dlist-asclme.org/partners/south-east-marine-protected-area-sempa-rodrigues-island,South East Marine Protected Area,Mauritius,,N,,,
1253,,,,,N,,Sahelian priority area,Mali,,,,,
1261,,,,,N,,There is a map on page 7 TE showing the 3 protect area zones that were worked in.,,,N,,,
1268,27010,903030,1088,1086,Y,,Luangwa,Zambia,,Y,,,
1268,20399,2347,,,Y,,Mosi-oa-tunya,Zambia,,Y,,,
1268,4091,68322,,,Y,,Kafue-Kafue Flats,Zambia,,Y,,,
1268,4106,68323,,,Y,,Bangweulu,Zambia,,Y,,,
1268,1090,903031,,,Y,,Mweru-wa-Ntipa,Costa Rica,,Y,,,
1268,1089,,,,Y,,Liuwa Plain National Park,Zambia,,N,Liuwa-West Zambezi,,
1268,1089,,,,Y,,Liuwa Plains,Zambia,,N,,,
1268,1093,,,,Y,,West Lunga,Zambia,,N,,,
1268,1094,,,,Y,,Lavushi Manda,Zambia,,N,,,
1268,1099,,,,Y,,Kasanka,Zambia,,N,,,
1268,4081,,,,Y,,West Zambezi,Zambia,,N,,,
1268,4105,,,,Y,,Kafinda,Zambia,,N,,,
1268,7962,,,,Y,,Lower Zambezi,Zambia,,N,,,
1268,62095,,,,Y,,Chiawa,Zambia,,N,,,
1287,351942,,,,Y,,Caiuá Ilha Grande Corrido,Brazil,,,,,
1287,,,,,N,,Araucária Corridor,Brazil,,,,,
1287,,,,,N,,Iguaçu-Paraná Corridor,Brazil,,,,,
1296,902673,10188,,,Y,,Ba Be ,Vietnam,,,,,
1296,10380,,,,Y,,Chu Yang Sin,Vietnam,,,,,
1296,18033,,,,Y,,Yok Don National Parks,Vietnam,,,,,
1296,,,,,N,,Nahang Nature Reserve ,Vietnam,,,,,
1301,,,,,N,,"Broken down into communities.. Quichua communities of Yana Yacu, Nina Amarun and Lorocachi, as the River Yana Yacu, Sindi Yacu, Aymu Yacu and Arabela Yacu",Ecuador,,,,,
1303,167119,,,,Y,,Khoso nature parks ,Russia,,,,,
1303,,,,,N,Place in russia not a PA,Vyazemsky,Russia,,,,,
1303,,,,,N,Place in russia not a PA,Khutu ,Russia,,,,,
1303,,,,,N,Place in russia not a PA,Nelma,Russia,,,,,
1303,,,,,N,,Strelnikov,Russia,,,,,
1343,64,,,,Y,,Serra da Capivara/ Serra das Confusões Corridor,Brazil,,,,,
1343,351928,,,,Y,,Peruaçu Jaiba Corridor,Brazil,,,,,
1343,900552,,,,Y,,Caatinga Tropical Dry Forest,Brazil,,,,,
1343,,,,,N,,Xingo Corridor,Brazil,,,,,
1377,,,,,N,,Santiago Foothills Park,Chile,,N,,,
1397,12431,220034,20062,902281,Y,,Sian Ka’an Biosphere,Mexico,,Y,,,
1397,101431,903014,,,Y,,"Maderas del Carmen, Coahuila.",Mexico,,Y,,,
1397,107863,,,,Y,,Reserva Ecologica El Eden Certified,Chile,,N,"El Edén, Quintana Roo.",,
1397,,,,,N,http://www.planeta.com/ecotravel/mexico/oaxaca/yavesia.html,"Yavesia, Oaxaca",Chile,,N,,,
1397,,,,,N,,"Pez Maya, Quintana Roo",Chile,,N,,,
1397,,,,,N,,"La Preciosita, Puebla.",Chile,,N,,,
1408,168276,,,,Y,,Allpahuayo Mishana National Reserve,Peru,,N,,,
1424,8656,,,,Y,,Kalimantan,Indonesia,,N,,,
1424,902335,,,,Y,,Sumatra,Indonesia,,N,,,
1438,30697,,,,Y,,Dibeen Nature Reserve,Jordan,North,N,,,
1446,303318,,,,Y,,Ashaninka Communal Reservations (ACR) ,Peru,,,,,
1446,303323,,,,Y,,Otishi National Park (ONP),Peru,,,,,
1475,7409,,,,Y,,Sapo National Park,Liberia,,N,,GEF 0.975   ALL 2.44,"Only One PA, Costs Broken down well (all activities PA related GEF 0.975   ALL 2.44)"
1476,,,,,N,,San Lorenzo Protected Area,Panama,,,,,
1477,7878,,,,Y,,Cuc Phuong National Park,Viet Nam,,N,,,
1477,303045,,,,Y,,Van Long Nature Reserve,Viet Nam,,N,,,
1477,303059,,,,Y,,Pu Luong Nature Reserve,Viet Nam,,N,,,
1477,303128,,,,Y,,Ngoc Son Nature Reserve,Viet Nam,,N,,,
1489,220266,20991,37115,,Y,,Bosque Mbaracayú UNESCO-MAB Biosphere Reserve,Paraguay,,N,Mbaracayú Reserve,"Total $3.05, GEF $0.918",
1505,883,,,,Y,,Namib-Naukluft National Park (NNNP),Namibia,,,,,New
1505,885,,,,Y,,Skeleton Coast National Park,Namibia,,,,,New
1505,1361,,,,Y,,Cape Cross Seal Reserve ,Namibia,,,,,New
1505,8786,,,,Y,,National West Coast Tourist Recreation Area ,Namibia,,,,,New
1505,30047,,,,Y,,Diamond Coast Tourist Recreation Area,Namibia,,,,,New
1505,95353,,,,Y,,Walvis Bay Wetland,Namibia,,,,,New
1505,95354,,,,Y,,Sandwich Harbour,Namibia,,,,,New
