"","gef_id","wdpa_id","lat","lon"
"4055","1620","","",""
"4056","1620","","",""
"4057","1620","","",""
"4058","1620","","",""
"4059","1620","","",""
"4060","1620","","",""
"4061","1620","","",""
"4062","1620","","",""
"4063","1620","","",""
"4064","1620","","",""
"4065","1620","","",""
"4066","1642","478594","",""
"4067","1642","33972","",""
"4068","1642","555542554","",""
"4069","1642","","",""
"4070","1679","","",""
"4071","1679","","",""
"4072","1679","","",""
"4073","1679","","",""
"4074","1681","147839","",""
"4075","1681","555535343","",""
"4076","1681","","",""
"4077","1681","","",""
"4078","1681","147906","",""
"4079","1681","","",""
"4080","1681","","",""
"4081","1681","","",""
"4082","1681","148034","",""
"4083","1681","","",""
"4084","1681","","",""
"4085","1681","","",""
"4086","1682","","",""
"4087","1682","","",""
"4088","1682","","",""
"4089","1682","","",""
"4090","1682","","",""
"4091","1682","","",""
"4092","1682","","",""
"4093","1682","","",""
"4094","1682","","",""
"4095","1682","","",""
"4096","1682","","",""
"4097","1682","","",""
"4098","1705","4267","",""
"4099","1705","","",""
"4100","1705","","",""
"4101","1705","","",""
"4102","1705","134938","",""
"4103","1705","","",""
"4104","1705","","",""
"4105","1705","","",""
"4106","1707","15060","",""
"4107","1707","","",""
"4108","1707","","",""
"4109","1707","","",""
"4110","1713","145582","",""
"4111","1713","","",""
"4112","1713","","",""
"4113","1713","","",""
"4114","1721","6683","",""
"4115","1721","","",""
"4116","1721","","",""
"4117","1721","","",""
"4118","1721","6736","",""
"4119","1721","","",""
"4120","1721","","",""
"4121","1721","","",""
"4122","1727","1689","",""
"4123","1727","134941","",""
"4124","1727","","",""
"4125","1727","","",""
"4126","1727","61771","",""
"4127","1727","","",""
"4128","1727","","",""
"4129","1727","","",""
"4130","1727","62445","",""
"4131","1727","","",""
"4132","1727","","",""
"4133","1727","","",""
"4134","1727","134941","",""
"4135","1727","","",""
"4136","1727","","",""
"4137","1727","","",""
"4138","1727","200524","",""
"4139","1727","","",""
"4140","1727","","",""
"4141","1727","","",""
"4142","1727","555512003","",""
"4143","1727","","",""
"4144","1727","","",""
"4145","1727","","",""
"4146","1734","1399","",""
"4147","1734","5005","",""
"4148","1734","","",""
"4149","1734","","",""
"4150","1734","917","",""
"4151","1734","","",""
"4152","1734","","",""
"4153","1734","","",""
"4154","1734","4651","",""
"4155","1734","","",""
"4156","1734","","",""
"4157","1734","","",""
"4158","1734","39934","",""
"4159","1734","","",""
"4160","1734","","",""
"4161","1734","","",""
"4162","1734","301717","",""
"4163","1734","","",""
"4164","1734","","",""
"4165","1734","","",""
"4166","1735","12658","",""
"4167","1735","","",""
"4168","1735","","",""
"4169","1735","","",""
"4170","1749","555537056","",""
"4171","1749","","",""
"4172","1749","","",""
"4173","1749","","",""
"4174","1776","1730","",""
"4175","1776","","",""
"4176","1776","","",""
"4177","1776","","",""
"4178","1776","11579","",""
"4179","1776","","",""
"4180","1776","","",""
"4181","1776","","",""
"4182","1776","68361","",""
"4183","1776","","",""
"4184","1776","","",""
"4185","1776","","",""
"4186","1776","203386","",""
"4187","1776","","",""
"4188","1776","","",""
"4189","1776","","",""
"4190","1776","","",""
"4191","1776","","",""
"4192","1776","","",""
"4193","1776","","",""
"4194","1776","","",""
"4195","1776","","",""
"4196","1776","","",""
"4197","1776","","",""
"4198","1782","","",""
"4199","1782","","",""
"4200","1782","","",""
"4201","1782","","",""
"4202","1794","342499","",""
"4203","1794","","",""
"4204","1794","","",""
"4205","1794","","",""
"4206","1794","","",""
"4207","1794","","",""
"4208","1794","","",""
"4209","1794","","",""
"4210","1794","","",""
"4211","1794","","",""
"4212","1794","","",""
"4213","1794","","",""
"4214","1794","","",""
"4215","1794","","",""
"4216","1794","","",""
"4217","1794","","",""
"4218","1794","","",""
"4219","1794","","",""
"4220","1794","","",""
"4221","1794","","",""
"4222","1794","","",""
"4223","1794","","",""
"4224","1794","","",""
"4225","1794","","",""
"4226","1794","","",""
"4227","1794","","",""
"4228","1794","","",""
"4229","1794","","",""
"4230","1830","957","",""
"4231","1830","3051","",""
"4232","1830","","",""
"4233","1830","","",""
"4234","1830","28175","",""
"4235","1830","902529","",""
"4236","1830","","",""
"4237","1830","","",""
"4238","1830","956","",""
"4239","1830","902983","31.7","1.95"
"4240","1830","","",""
"4241","1830","","",""
"4242","1830","1435","",""
"4243","1830","","",""
"4244","1830","","",""
"4245","1830","","",""
"4246","1830","1444","",""
"4247","1830","","",""
"4248","1830","","",""
"4249","1830","","",""
"4250","1836","18896","",""
"4251","1836","","",""
"4252","1836","","",""
"4253","1836","","",""
"4254","1852","20445","",""
"4255","1852","","",""
"4256","1852","","",""
"4257","1852","","",""
"4258","1854","1736","",""
"4259","1854","","",""
"4260","1854","","",""
"4261","1854","","",""
"4262","1854","167121","",""
"4263","1854","","",""
"4264","1854","","",""
"4265","1854","","",""
"4266","1854","","",""
"4267","1854","","",""
"4268","1854","","",""
"4269","1854","","",""
"4270","1855","5168","",""
"4271","1855","902838","",""
"4272","1855","","",""
"4273","1855","","",""
"4274","1855","5166","",""
"4275","1855","","",""
"4276","1855","","",""
"4277","1855","","",""
"4278","1855","","",""
"4279","1855","","",""
"4280","1855","","",""
"4281","1855","","",""
"4282","1855","","",""
"4283","1855","","",""
"4284","1855","","",""
"4285","1855","","",""
"4286","1855","","",""
"4287","1855","","",""
"4288","1855","","",""
"4289","1855","","",""
"4290","1876","","",""
"4291","1876","","",""
"4292","1876","","",""
"4293","1876","","",""
"4294","1876","","",""
"4295","1876","","",""
"4296","1876","","",""
"4297","1876","","",""
"4298","1876","","",""
"4299","1876","","",""
"4300","1876","","",""
"4301","1876","","",""
"4302","1876","","",""
"4303","1876","","",""
"4304","1876","","",""
"4305","1876","","",""
"4306","1884","900667","47.7","-14.16667"
"4307","1884","352254","",""
"4308","1884","","",""
"4309","1884","","",""
"4310","1884","555549155","43.609276","-23.095031"
"4311","1884","555549460","",""
"4312","1884","","",""
"4313","1884","","",""
"4314","1884","2311","",""
"4315","1884","","",""
"4316","1884","","",""
"4317","1884","","",""
"4318","1884","5028","",""
"4319","1884","","",""
"4320","1884","","",""
"4321","1884","","",""
"4322","1884","354012","",""
"4323","1884","","",""
"4324","1884","","",""
"4325","1884","","",""
"4326","1884","","",""
"4327","1884","","",""
"4328","1884","","",""
"4329","1884","","",""
"4330","1884","","",""
"4331","1884","","",""
"4332","1884","","",""
"4333","1884","","",""
"4334","1884","","",""
"4335","1884","","",""
"4336","1884","","",""
"4337","1884","","",""
"4338","1884","","",""
"4339","1884","","",""
"4340","1884","","",""
"4341","1884","","",""
"4342","1884","","",""
"4343","1884","","",""
"4344","1884","","",""
"4345","1884","","",""
"4346","1884","","",""
"4347","1884","","",""
"4348","1884","","",""
"4349","1884","","",""
"4350","1884","","",""
"4351","1884","","",""
"4352","1884","","",""
"4353","1884","","",""
"4354","1884","","",""
"4355","1884","","",""
"4356","1884","","",""
"4357","1884","","",""
"4358","1884","","",""
"4359","1884","","",""
"4360","1884","","",""
"4361","1884","","",""
"4362","1884","","",""
"4363","1884","","",""
"4364","1884","","",""
"4365","1884","","",""
"4366","1884","","",""
"4367","1884","","",""
"4368","1884","","",""
"4369","1884","","",""
"4370","1918","555555697","",""
"4371","1918","555555824","",""
"4372","1918","555555788","",""
"4373","1918","","",""
"4374","1918","20178","",""
"4375","1918","","",""
"4376","1918","","",""
"4377","1918","","",""
"4378","1918","","",""
"4379","1918","","",""
"4380","1918","","",""
"4381","1918","","",""
"4382","1918","","",""
"4383","1918","","",""
"4384","1918","","",""
"4385","1918","","",""
"4386","1918","","",""
"4387","1918","","",""
"4388","1918","","",""
"4389","1918","","",""
"4390","1918","","",""
"4391","1918","","",""
"4392","1918","","",""
"4393","1918","","",""
"4394","1918","","",""
"4395","1918","","",""
"4396","1918","","",""
"4397","1918","","",""
"4398","1918","","",""
"4399","1918","","",""
"4400","1918","","",""
"4401","1918","","",""
"4402","1918","","",""
"4403","1918","","",""
"4404","1918","","",""
"4405","1918","","",""
"4406","1918","","",""
"4407","1918","","",""
"4408","1918","","",""
"4409","1918","","",""
"4410","1929","352242","",""
"4411","1929","","",""
"4412","1929","","",""
"4413","1929","","",""
"4414","1929","555549450","",""
"4415","1929","","",""
"4416","1929","","",""
"4417","1929","","",""
"4418","1943","10380","",""
"4419","1943","","",""
"4420","1943","","",""
"4421","1943","","",""
"4422","1994","26059","",""
"4423","1994","555516943","",""
"4424","1994","344527","",""
"4425","1994","344549","",""
"4426","1994","106887","",""
"4427","1994","2095","19.542","49.55"
"4428","1994","","",""
"4429","1994","","",""
"4430","1994","13652","",""
"4431","1994","","",""
"4432","1994","","",""
"4433","1994","","",""
"4434","1999","761","",""
"4435","1999","","",""
"4436","1999","","",""
"4437","1999","","",""
"4438","2003","2532","",""
"4439","2003","","",""
"4440","2003","","",""
"4441","2003","","",""
"4442","2003","4651","",""
"4443","2003","","",""
"4444","2003","","",""
"4445","2003","","",""
"4446","2003","351406","",""
"4447","2003","","",""
"4448","2003","","",""
"4449","2003","","",""
"4450","2003","","",""
"4451","2003","","",""
"4452","2003","","",""
"4453","2003","","",""
"4454","2003","","",""
"4455","2003","","",""
"4456","2003","","",""
"4457","2003","","",""
"4458","2037","167080","",""
"4459","2037","","",""
"4460","2037","","",""
"4461","2037","","",""
"4462","2068","3314","",""
"4463","2068","","",""
"4464","2068","","",""
"4465","2068","","",""
"4466","2068","116297","",""
"4467","2068","","",""
"4468","2068","","",""
"4469","2068","","",""
"4470","2068","220100","",""
"4471","2068","","",""
"4472","2068","","",""
"4473","2068","","",""
"4474","2068","301909","",""
"4475","2068","","",""
"4476","2068","","",""
"4477","2068","","",""
"4478","2068","301941","",""
"4479","2068","","",""
"4480","2068","","",""
"4481","2068","","",""
"4482","2077","8883","",""
"4483","2077","","",""
"4484","2077","","",""
"4485","2077","","",""
"4486","2078","901251","",""
"4487","2078","103171","",""
"4488","2078","","",""
"4489","2078","","",""
"4490","2078","903011","",""
"4491","2078","107740","",""
"4492","2078","","",""
"4493","2078","","",""
"4494","2078","18071","",""
"4495","2078","903006","",""
"4496","2078","","",""
"4497","2078","","",""
"4498","2078","222","",""
"4499","2078","","",""
"4500","2078","","",""
"4501","2078","","",""
"4502","2078","20064","",""
"4503","2078","","",""
"4504","2078","","",""
"4505","2078","","",""
"4506","2078","101409","",""
"4507","2078","","",""
"4508","2078","","",""
"4509","2078","","",""
"4510","2078","108111","",""
"4511","2078","","",""
"4512","2078","","",""
"4513","2078","","",""
"4514","2078","166970","",""
"4515","2078","","",""
"4516","2078","","",""
"4517","2078","","",""
"4518","2078","306790","",""
"4519","2078","","",""
"4520","2078","","",""
"4521","2078","","",""
"4522","2078","306818","",""
"4523","2078","","",""
"4524","2078","","",""
"4525","2078","","",""
"4526","2078","901252","",""
"4527","2078","","",""
"4528","2078","","",""
"4529","2078","","",""
"4530","2078","902304","-87.333333","18.583333"
"4531","2078","","",""
"4532","2078","","",""
"4533","2078","","",""
"4534","2078","555547539","",""
"4535","2078","","",""
"4536","2078","","",""
"4537","2078","","",""
"4538","2078","","",""
"4539","2078","","",""
"4540","2078","","",""
"4541","2078","","",""
"4542","2099","201","",""
"4543","2099","5002","",""
"4544","2099","","",""
"4545","2099","","",""
"4546","2099","12650","",""
"4547","2099","145584","-85","14"
"4548","2099","","",""
"4549","2099","","",""
"4550","2099","41013","",""
"4551","2099","","",""
"4552","2099","","",""
"4553","2099","","",""
"4554","2099","","",""
"4555","2099","","",""
"4556","2099","","",""
"4557","2099","","",""
"4558","2100","4327","",""
"4559","2100","1083","",""
"4560","2100","","",""
"4561","2100","","",""
"4562","2100","166889","",""
"4563","2100","2017","",""
"4564","2100","","",""
"4565","2100","","",""
"4566","2100","478292","",""
"4567","2100","10906","",""
"4568","2100","","",""
"4569","2100","","",""
"4570","2100","1078","",""
"4571","2100","","",""
"4572","2100","","",""
"4573","2100","","",""
"4574","2100","1080","",""
"4575","2100","","",""
"4576","2100","","",""
"4577","2100","","",""
"4578","2100","478291","",""
"4579","2100","","",""
"4580","2100","","",""
"4581","2100","","",""
"4582","2100","555555523","",""
"4583","2100","","",""
"4584","2100","","",""
"4585","2100","","",""
"4586","2100","","",""
"4587","2100","","",""
"4588","2100","","",""
"4589","2100","","",""
"4590","2100","","",""
"4591","2100","","",""
"4592","2100","","",""
"4593","2100","","",""
"4594","2100","","",""
"4595","2100","","",""
"4596","2100","","",""
"4597","2100","","",""
"4598","2100","","",""
"4599","2100","","",""
"4600","2100","","",""
"4601","2100","","",""
"4602","2100","","",""
"4603","2100","","",""
"4604","2100","","",""
"4605","2100","","",""
"4606","2100","","",""
"4607","2100","","",""
"4608","2100","","",""
"4609","2100","","",""
"4610","2100","","",""
"4611","2100","","",""
"4612","2100","","",""
"4613","2100","","",""
"4614","2102","240","",""
"4615","2102","","",""
"4616","2102","","",""
"4617","2102","","",""
"4618","2102","10914","",""
"4619","2102","","",""
"4620","2102","","",""
"4621","2102","","",""
"4622","2102","12685","",""
"4623","2102","","",""
"4624","2102","","",""
"4625","2102","","",""
"4626","2102","12688","",""
"4627","2102","","",""
"4628","2102","","",""
"4629","2102","","",""
"4630","2102","12695","",""
"4631","2102","","",""
"4632","2102","","",""
"4633","2102","","",""
"4634","2102","16787","",""
"4635","2102","","",""
"4636","2102","","",""
"4637","2102","","",""
"4638","2102","17185","",""
"4639","2102","","",""
"4640","2102","","",""
"4641","2102","","",""
"4642","2102","68135","",""
"4643","2102","","",""
"4644","2102","","",""
"4645","2102","","",""
"4646","2102","99631","",""
"4647","2102","","",""
"4648","2102","","",""
"4649","2102","","",""
"4650","2102","107289","",""
"4651","2102","","",""
"4652","2102","","",""
"4653","2102","","",""
"4654","2102","107292","",""
"4655","2102","","",""
"4656","2102","","",""
"4657","2102","","",""
"4658","2102","107315","",""
"4659","2102","","",""
"4660","2102","","",""
"4661","2102","","",""
"4662","2102","107334","",""
"4663","2102","","",""
"4664","2102","","",""
"4665","2102","","",""
"4666","2102","115110","",""
"4667","2102","","",""
"4668","2102","","",""
"4669","2102","","",""
"4670","2104","93900","",""
"4671","2104","198311","25.333333","52.383333"
"4672","2104","","",""
"4673","2104","","",""
"4674","2104","900563","27","52.15"
"4675","2104","900660","23.166667","51.45"
"4676","2104","","",""
"4677","2104","","",""
"4678","2104","145850","",""
"4679","2104","900762","",""
"4680","2104","","",""
"4681","2104","","",""
"4682","2104","101859","",""
"4683","2104","","",""
"4684","2104","","",""
"4685","2104","","",""
"4686","2104","900660","23.166667","51.45"
"4687","2104","","",""
"4688","2104","","",""
"4689","2104","","",""
"4690","2104","","",""
"4691","2104","","",""
"4692","2104","","",""
"4693","2104","","",""
"4694","2105","349962","",""
"4695","2105","81158","",""
"4696","2105","3373","",""
"4697","2105","","",""
"4698","2105","","",""
"4699","2105","","",""
"4700","2105","","",""
"4701","2105","","",""
"4702","2235","1690","",""
"4703","2235","10715","",""
"4704","2235","","",""
"4705","2235","","",""
"4706","2235","124387","",""
"4707","2235","","",""
"4708","2235","","",""
"4709","2235","","",""
"4710","2235","203437","",""
"4711","2235","","",""
"4712","2235","","",""
"4713","2235","","",""
"4714","2235","203438","",""
"4715","2235","","",""
"4716","2235","","",""
"4717","2235","","",""
"4718","2237","7422","",""
"4719","2237","29801","",""
"4720","2237","2599","39.5","-3.5"
"4721","2237","","",""
"4722","2237","7420","",""
"4723","2237","33450","",""
"4724","2237","","",""
"4725","2237","","",""
"4726","2237","","",""
"4727","2237","","",""
"4728","2237","","",""
"4729","2237","","",""
"4730","2443","103166","",""
"4731","2443","108064","",""
"4732","2443","900668","",""
"4733","2443","","",""
"4734","2443","306819","",""
"4735","2443","903015","",""
"4736","2443","","",""
"4737","2443","","",""
"4738","2443","217","",""
"4739","2443","","",""
"4740","2443","","",""
"4741","2443","","",""
"4742","2443","5397","",""
"4743","2443","","",""
"4744","2443","","",""
"4745","2443","","",""
"4746","2443","108044","",""
"4747","2443","","",""
"4748","2443","","",""
"4749","2443","","",""
"4750","2443","108044","",""
"4751","2443","","",""
"4752","2443","","",""
"4753","2443","","",""
"4754","2443","166970","",""
"4755","2443","","",""
"4756","2443","","",""
"4757","2443","","",""
"4758","2443","","",""
"4759","2443","","",""
"4760","2443","","",""
"4761","2443","","",""
"4762","2491","30078","",""
"4763","2491","145516","",""
"4764","2491","","",""
"4765","2491","","",""
"4766","2492","8785","",""
"4767","2492","18002","",""
"4768","2492","","",""
"4769","2492","","",""
"4770","2492","883","",""
"4771","2492","","",""
"4772","2492","","",""
"4773","2492","","",""
"4774","2492","884","",""
"4775","2492","","",""
"4776","2492","","",""
"4777","2492","","",""
"4778","2492","885","",""
"4779","2492","","",""
"4780","2492","","",""
"4781","2492","","",""
"4782","2492","887","",""
"4783","2492","","",""
"4784","2492","","",""
"4785","2492","","",""
"4786","2492","887","",""
"4787","2492","","",""
"4788","2492","","",""
"4789","2492","","",""
"4790","2492","8785","",""
"4791","2492","","",""
"4792","2492","","",""
"4793","2492","","",""
"4794","2492","30051","",""
"4795","2492","","",""
"4796","2492","","",""
"4797","2492","","",""
"4798","2492","30052","",""
"4799","2492","","",""
"4800","2492","","",""
"4801","2492","","",""
"4802","2492","95356","",""
"4803","2492","","",""
"4804","2492","","",""
"4805","2492","","",""
"4806","2492","303691","",""
"4807","2492","","",""
"4808","2492","","",""
"4809","2492","","",""
"4810","2492","303691","",""
"4811","2492","","",""
"4812","2492","","",""
"4813","2492","","",""
"4814","2492","303692","",""
"4815","2492","","",""
"4816","2492","","",""
"4817","2492","","",""
"4818","2492","303692","",""
"4819","2492","","",""
"4820","2492","","",""
"4821","2492","","",""
"4822","2492","555542964","",""
"4823","2492","","",""
"4824","2492","","",""
"4825","2492","","",""
"4826","2492","555543018","",""
"4827","2492","","",""
"4828","2492","","",""
"4829","2492","","",""
"4830","2515","61829","",""
"4831","2515","21221","",""
"4832","2515","300078","",""
"4833","2515","","",""
"4834","2515","19","",""
"4835","2515","","",""
"4836","2515","","",""
"4837","2515","","",""
"4838","2515","","",""
"4839","2515","","",""
"4840","2515","","",""
"4841","2515","","",""
"4842","2515","","",""
"4843","2515","","",""
"4844","2515","","",""
"4845","2515","","",""
"4846","2515","","",""
"4847","2515","","",""
"4848","2515","","",""
"4849","2515","","",""
"4850","2517","102254","",""
"4851","2517","68135","",""
"4852","2517","","",""
"4853","2517","","",""
"4854","2517","156","",""
"4855","2517","","",""
"4856","2517","","",""
"4857","2517","","",""
"4858","2517","163","",""
"4859","2517","","",""
"4860","2517","","",""
"4861","2517","","",""
"4862","2517","10903","",""
"4863","2517","","",""
"4864","2517","","",""
"4865","2517","","",""
"4866","2517","17185","",""
"4867","2517","","",""
"4868","2517","","",""
"4869","2517","","",""
"4870","2517","19402","",""
"4871","2517","","",""
"4872","2517","","",""
"4873","2517","","",""
"4874","2594","313","",""
"4875","2594","107015","",""
"4876","2594","61612","",""
"4877","2594","","",""
"4878","2594","30029","",""
"4879","2594","61416","-65","2"
"4880","2594","","",""
"4881","2594","","",""
"4882","2594","4366","",""
"4883","2594","","",""
"4884","2594","","",""
"4885","2594","","",""
"4886","2635","107382","",""
"4887","2635","107383","",""
"4888","2635","","",""
"4889","2635","","",""
"4890","2635","12524","",""
"4891","2635","","",""
"4892","2635","","",""
"4893","2635","","",""
"4894","2635","555542808","",""
"4895","2635","","",""
"4896","2635","","",""
"4897","2635","","",""
"4898","2635","","",""
"4899","2635","","",""
"4900","2635","","",""
"4901","2635","","",""
"4902","2638","","",""
"4903","2638","","",""
"4904","2638","","",""
"4905","2638","","",""
"4906","2654","103171","",""
"4907","2654","901251","",""
"4908","2654","902304","-87.333333","18.583333"
"4909","2654","","",""
"4910","2654","306818","",""
"4911","2654","228","",""
"4912","2654","","",""
"4913","2654","","",""
"4914","2654","166969","",""
"4915","2654","903011","",""
"4916","2654","","",""
"4917","2654","","",""
"4918","2654","306844","",""
"4919","2654","903017","",""
"4920","2654","","",""
"4921","2654","","",""
"4922","2654","306790","",""
"4923","2654","555556046","",""
"4924","2654","","",""
"4925","2654","","",""
"4926","2654","20064","",""
"4927","2654","","",""
"4928","2654","","",""
"4929","2654","","",""
"4930","2654","101409","",""
"4931","2654","","",""
"4932","2654","","",""
"4933","2654","","",""
"4934","2654","166962","",""
"4935","2654","","",""
"4936","2654","","",""
"4937","2654","","",""
"4938","2654","166970","",""
"4939","2654","","",""
"4940","2654","","",""
"4941","2654","","",""
"4942","2654","903006","",""
"4943","2654","","",""
"4944","2654","","",""
"4945","2654","","",""
"4946","2654","","",""
"4947","2654","","",""
"4948","2654","","",""
"4949","2654","","",""
"4950","2654","","",""
"4951","2654","","",""
"4952","2654","","",""
"4953","2654","","",""
"4954","2686","18804","",""
"4955","2686","","",""
"4956","2686","","",""
"4957","2686","","",""
"4958","2686","107153","",""
"4959","2686","","",""
"4960","2686","","",""
"4961","2686","","",""
"4962","2686","","",""
"4963","2686","","",""
"4964","2686","","",""
"4965","2686","","",""
"4966","2686","","",""
"4967","2686","","",""
"4968","2686","","",""
"4969","2686","","",""
"4970","2686","","",""
"4971","2686","","",""
"4972","2686","","",""
"4973","2686","","",""
"4974","2817","16081","",""
"4975","2817","","",""
"4976","2817","","",""
"4977","2817","","",""
"4978","2836","17416","84.5","47.25"
"4979","2836","62649","81.666667","47.416667"
"4980","2836","","",""
"4981","2836","","",""
"4982","2836","1672","",""
"4983","2836","","",""
"4984","2836","","",""
"4985","2836","","",""
"4986","2836","","",""
"4987","2836","","",""
"4988","2836","","",""
"4989","2836","","",""
"4990","2836","","",""
"4991","2836","","",""
"4992","2836","","",""
"4993","2836","","",""
"4994","2836","","",""
"4995","2836","","",""
"4996","2836","","",""
"4997","2836","","",""
"4998","2836","","",""
"4999","2836","","",""
"5000","2836","","",""
"5001","2836","","",""
"5002","2848","759","",""
"5003","2848","7712","39.3833","-4.25"
"5004","2848","68336","39.4167","-4.1833"
"5005","2848","","",""
"5006","2848","7423","",""
"5007","2848","","",""
"5008","2848","","",""
"5009","2848","","",""
"5010","2848","7543","",""
"5011","2848","","",""
"5012","2848","","",""
"5013","2848","","",""
"5014","2848","7560","",""
"5015","2848","","",""
"5016","2848","","",""
"5017","2848","","",""
"5018","2848","7644","",""
"5019","2848","","",""
"5020","2848","","",""
"5021","2848","","",""
"5022","2848","7664","",""
"5023","2848","","",""
"5024","2848","","",""
"5025","2848","","",""
"5026","2896","903011","",""
"5027","2896","107740","",""
"5028","2896","166969","",""
"5029","2896","","",""
"5030","2896","18062","",""
"5031","2896","","",""
"5032","2896","","",""
"5033","2896","","",""
"5034","2896","","",""
"5035","2896","","",""
"5036","2896","","",""
"5037","2896","","",""
"5038","2969","317277","",""
"5039","2969","","",""
"5040","2969","","",""
"5041","2969","","",""
"5042","3292","100037","",""
"5043","3292","555549230","",""
"5044","3292","198330","",""
"5045","3292","68917","",""
"5046","3292","176294","",""
"5047","3292","","",""
"5048","3292","","",""
"5049","3292","","",""
"5050","3517","928","",""
"5051","3517","901243","",""
"5052","3517","","",""
"5053","3517","","",""
"5054","3517","935","",""
"5055","3517","","",""
"5056","3517","","",""
"5057","3517","","",""
"5058","3517","7468","",""
"5059","3517","","",""
"5060","3517","","",""
"5061","3517","","",""
"5062","3517","19669","",""
"5063","3517","","",""
"5064","3517","","",""
"5065","3517","","",""
"5066","3517","","",""
"5067","3517","","",""
"5068","3517","","",""
"5069","3517","","",""
"5070","3556","","",""
"5071","3556","","",""
"5072","3556","","",""
"5073","3556","","",""
"5074","3557","555549467","",""
"5075","3557","555549413","",""
"5076","3557","","",""
"5077","3557","","",""
"5078","3557","1660","",""
"5079","3557","","",""
"5080","3557","","",""
"5081","3557","","",""
"5082","3557","61588","",""
"5083","3557","","",""
"5084","3557","","",""
"5085","3557","","",""
"5086","3557","313053","",""
"5087","3557","","",""
"5088","3557","","",""
"5089","3557","","",""
"5090","3557","555549423","",""
"5091","3557","","",""
"5092","3557","","",""
"5093","3557","","",""
"5094","3620","","",""
"5095","3620","","",""
"5096","3620","","",""
"5097","3620","","",""
"5098","3620","","",""
"5099","3620","","",""
"5100","3620","","",""
"5101","3620","","",""
"5102","3620","","",""
"5103","3620","","",""
"5104","3620","","",""
"5105","3620","","",""
"5106","3687","5040","",""
"5107","3687","","",""
"5108","3687","","",""
"5109","3687","","",""
"5110","3687","352245","",""
"5111","3687","","",""
"5112","3687","","",""
"5113","3687","","",""
"5114","3687","352248","",""
"5115","3687","","",""
"5116","3687","","",""
"5117","3687","","",""
"5118","3687","555549464","",""
"5119","3687","","",""
"5120","3687","","",""
"5121","3687","","",""
"5122","3687","","",""
"5123","3687","","",""
"5124","3687","","",""
"5125","3687","","",""
"5126","3729","24","",""
"5127","3729","","",""
"5128","3729","","",""
"5129","3729","","",""
"5130","3729","2187","",""
"5131","3729","","",""
"5132","3729","","",""
"5133","3729","","",""
"5134","3729","2228","",""
"5135","3729","","",""
"5136","3729","","",""
"5137","3729","","",""
"5138","3729","11841","",""
"5139","3729","","",""
"5140","3729","","",""
"5141","3729","","",""
"5142","3729","11841","",""
"5143","3729","","",""
"5144","3729","","",""
"5145","3729","","",""
"5146","3729","13939","",""
"5147","3729","","",""
"5148","3729","","",""
"5149","3729","","",""
"5150","3729","31341","",""
"5151","3729","","",""
"5152","3729","","",""
"5153","3729","","",""
"5154","3729","61793","",""
"5155","3729","","",""
"5156","3729","","",""
"5157","3729","","",""
"5158","3729","129917","",""
"5159","3729","","",""
"5160","3729","","",""
"5161","3729","","",""
"5162","3729","314998","",""
"5163","3729","","",""
"5164","3729","","",""
"5165","3729","","",""
"5166","3729","315000","",""
"5167","3729","","",""
"5168","3729","","",""
"5169","3729","","",""
"5170","3729","315001","",""
"5171","3729","","",""
"5172","3729","","",""
"5173","3729","","",""
"5174","3729","315002","",""
"5175","3729","","",""
"5176","3729","","",""
"5177","3729","","",""
"5178","3729","315003","",""
"5179","3729","","",""
"5180","3729","","",""
"5181","3729","","",""
"5182","3729","316891","",""
"5183","3729","","",""
"5184","3729","","",""
"5185","3729","","",""
"5186","3729","","",""
"5187","3729","","",""
"5188","3729","","",""
"5189","3729","","",""
"5190","3729","","",""
"5191","3729","","",""
"5192","3729","","",""
"5193","3729","","",""
"5194","3729","","",""
"5195","3729","","",""
"5196","3729","","",""
"5197","3729","","",""
"5198","3729","","",""
"5199","3729","","",""
"5200","3729","","",""
"5201","3729","","",""
"5202","3729","","",""
"5203","3729","","",""
"5204","3729","","",""
"5205","3729","","",""
"5206","3729","","",""
"5207","3729","","",""
"5208","3729","","",""
"5209","3729","","",""
"5210","3729","","",""
"5211","3729","","",""
"5212","3729","","",""
"5213","3729","","",""
"5214","3729","","",""
"5215","3729","","",""
"5216","3729","","",""
"5217","3729","","",""
"5218","3748","1368","",""
"5219","3748","","",""
"5220","3748","","",""
"5221","3748","","",""
"5222","3748","1371","",""
"5223","3748","","",""
"5224","3748","","",""
"5225","3748","","",""
"5226","3748","2337","",""
"5227","3748","","",""
"5228","3748","","",""
"5229","3748","","",""
"5230","3965","917","",""
"5231","3965","","",""
"5232","3965","","",""
"5233","3965","","",""
"5234","3965","7438","",""
"5235","3965","","",""
"5236","3965","","",""
"5237","3965","","",""
"5238","3965","7883","",""
"5239","3965","","",""
"5240","3965","","",""
"5241","3965","","",""
"5242","3965","301662","",""
"5243","3965","","",""
"5244","3965","","",""
"5245","3965","","",""
"5246","3965","303338","",""
"5247","3965","","",""
"5248","3965","","",""
"5249","3965","","",""
"5250","3965","350003","",""
"5251","3965","","",""
"5252","3965","","",""
"5253","3965","","",""
"5254","3965","352703","",""
"5255","3965","","",""
"5256","3965","","",""
"5257","3965","","",""
"5258","3965","","",""
"5259","3965","","",""
"5260","3965","","",""
"5261","3965","","",""
"5262","3965","","",""
"5263","3965","","",""
"5264","3965","","",""
